Id	Description	CharModelID	Name	Sex	NpcType	Level	AttackType	AttackDisType	SkillstrategyIndex	MaxHP	MaxMP	MaxXP	PDefense	PAttack	MDefense	MAttack	Hit	Dodge	Critical	DeCritical	Strike	Ductical	CritiAdd	CritiMis	AttackTime	MoveSpeed	Camp	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	DialogID	DialogRadius	DropItemId	Exp	IsAttackFly	BornEffctID	DieEffectID	RampType	EnhanceID	BelongType	CombatNPC	MissionNpcFlag
403	藏经阁2层小怪1	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
404	藏经阁2层小怪2	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
405	藏经阁2层小怪3	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
406	藏经阁3层小怪1	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
407	藏经阁3层小怪2	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
408	藏经阁3层小怪3	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
409	藏经阁4层小怪1	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
410	藏经阁4层小怪2	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
411	藏经阁4层小怪3	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
412	藏经阁5层小怪1	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
413	藏经阁5层小怪2	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
414	藏经阁5层小怪3	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
415	藏经阁6层小怪1	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
416	藏经阁6层小怪2	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
417	藏经阁6层小怪3	138	守塔弟子	1	0	21	1	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
418	藏经阁7层小怪1	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
419	藏经阁7层小怪2	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
420	藏经阁7层小怪3	138	守塔弟子	1	0	21	1	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
421	藏经阁8层小怪1	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
422	藏经阁8层小怪2	138	守塔弟子	1	0	21	0	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
423	藏经阁8层小怪3	138	守塔弟子	1	0	21	1	0	0	7920	0	0	317	358	317	358	10249	-1624	2060	-931	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
424	藏经阁9层小怪1	138	守塔弟子	1	0	22	0	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
425	藏经阁9层小怪2	138	守塔弟子	1	0	22	0	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
426	藏经阁9层小怪3	138	守塔弟子	1	0	22	1	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
427	藏经阁10层小怪1	138	守塔弟子	1	0	22	0	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
428	藏经阁10层小怪2	138	守塔弟子	1	0	22	0	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
429	藏经阁10层小怪3	138	守塔弟子	1	0	22	1	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
430	藏经阁11层小怪1	138	守塔弟子	1	0	22	0	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
431	藏经阁11层小怪2	138	守塔弟子	1	0	22	0	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
432	藏经阁11层小怪3	138	守塔弟子	1	0	22	1	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
433	藏经阁12层小怪1	138	守塔弟子	1	0	22	0	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
434	藏经阁12层小怪2	138	守塔弟子	1	0	22	0	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
435	藏经阁12层小怪3	138	守塔弟子	1	0	22	1	0	0	8597	0	0	340	386	340	386	10258	-1607	2068	-922	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
436	藏经阁13层小怪1	138	守塔弟子	1	0	23	0	0	0	9274	0	0	363	414	363	414	10267	-1589	2076	-913	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
437	藏经阁13层小怪2	138	守塔弟子	1	0	23	0	0	0	9274	0	0	363	414	363	414	10267	-1589	2076	-913	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
438	藏经阁13层小怪3	138	守塔弟子	1	0	23	1	0	0	9274	0	0	363	414	363	414	10267	-1589	2076	-913	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
439	藏经阁14层小怪1	138	守塔弟子	1	0	24	0	0	0	9951	0	0	386	442	386	442	10276	-1572	2084	-904	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
440	藏经阁14层小怪2	138	守塔弟子	1	0	24	0	0	0	9951	0	0	386	442	386	442	10276	-1572	2084	-904	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
441	藏经阁14层小怪3	138	守塔弟子	1	0	24	1	0	0	9951	0	0	386	442	386	442	10276	-1572	2084	-904	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
442	藏经阁15层小怪1	138	守塔弟子	1	0	25	0	0	0	10628	0	0	409	469	409	469	10284	-1554	2092	-895	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
443	藏经阁15层小怪2	138	守塔弟子	1	0	25	0	0	0	10628	0	0	409	469	409	469	10284	-1554	2092	-895	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
444	藏经阁15层小怪3	138	守塔弟子	1	0	25	1	0	0	10628	0	0	409	469	409	469	10284	-1554	2092	-895	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
445	藏经阁16层小怪1	138	守塔弟子	1	0	26	0	0	0	11304	0	0	432	497	432	497	10293	-1537	2100	-886	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
446	藏经阁16层小怪2	138	守塔弟子	1	0	26	0	0	0	11304	0	0	432	497	432	497	10293	-1537	2100	-886	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
447	藏经阁16层小怪3	138	守塔弟子	1	0	26	1	0	0	11304	0	0	432	497	432	497	10293	-1537	2100	-886	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
448	藏经阁17层小怪1	138	守塔弟子	1	0	27	0	0	0	11981	0	0	455	525	455	525	10302	-1519	2108	-877	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
449	藏经阁17层小怪2	138	守塔弟子	1	0	27	0	0	0	11981	0	0	455	525	455	525	10302	-1519	2108	-877	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
450	藏经阁17层小怪3	138	守塔弟子	1	0	27	1	0	0	11981	0	0	455	525	455	525	10302	-1519	2108	-877	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
451	藏经阁18层小怪1	138	守塔弟子	1	0	28	0	0	0	12658	0	0	478	553	478	553	10311	-1502	2116	-868	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
452	藏经阁18层小怪2	138	守塔弟子	1	0	28	0	0	0	12658	0	0	478	553	478	553	10311	-1502	2116	-868	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
453	藏经阁18层小怪3	138	守塔弟子	1	0	28	1	0	0	12658	0	0	478	553	478	553	10311	-1502	2116	-868	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
454	藏经阁19层小怪1	138	守塔弟子	1	0	29	0	0	0	13335	0	0	501	580	501	580	10319	-1484	2124	-859	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
455	藏经阁19层小怪2	138	守塔弟子	1	0	29	0	0	0	13335	0	0	501	580	501	580	10319	-1484	2124	-859	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
456	藏经阁19层小怪3	138	守塔弟子	1	0	29	1	0	0	13335	0	0	501	580	501	580	10319	-1484	2124	-859	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
457	藏经阁20层小怪1	138	守塔弟子	1	0	30	0	0	0	14012	0	0	532	613	532	613	10329	-1460	2132	-847	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
458	藏经阁20层小怪2	138	守塔弟子	1	0	30	0	0	0	14012	0	0	532	613	532	613	10329	-1460	2132	-847	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
459	藏经阁20层小怪3	138	守塔弟子	1	0	30	1	0	0	14012	0	0	532	613	532	613	10329	-1460	2132	-847	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
460	藏经阁21层小怪1	138	守塔弟子	1	0	31	0	0	0	14904	0	0	562	649	562	649	10341	-1436	2143	-834	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
461	藏经阁21层小怪2	138	守塔弟子	1	0	31	0	0	0	14904	0	0	562	649	562	649	10341	-1436	2143	-834	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
462	藏经阁21层小怪3	138	守塔弟子	1	0	31	1	0	0	14904	0	0	562	649	562	649	10341	-1436	2143	-834	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
463	藏经阁22层小怪1	138	守塔弟子	1	0	32	0	0	0	15797	0	0	592	685	592	685	10352	-1411	2153	-821	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
464	藏经阁22层小怪2	138	守塔弟子	1	0	32	0	0	0	15797	0	0	592	685	592	685	10352	-1411	2153	-821	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
465	藏经阁22层小怪3	138	守塔弟子	1	0	32	1	0	0	15797	0	0	592	685	592	685	10352	-1411	2153	-821	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
466	藏经阁23层小怪1	138	守塔弟子	1	0	33	0	0	0	16690	0	0	622	721	622	721	10364	-1386	2164	-809	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
467	藏经阁23层小怪2	138	守塔弟子	1	0	33	0	0	0	16690	0	0	622	721	622	721	10364	-1386	2164	-809	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
468	藏经阁23层小怪3	138	守塔弟子	1	0	33	1	0	0	16690	0	0	622	721	622	721	10364	-1386	2164	-809	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
469	藏经阁24层小怪1	138	守塔弟子	1	0	34	0	0	0	17583	0	0	652	757	652	757	10376	-1361	2174	-796	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
470	藏经阁24层小怪2	138	守塔弟子	1	0	34	0	0	0	17583	0	0	652	757	652	757	10376	-1361	2174	-796	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
471	藏经阁24层小怪3	138	守塔弟子	1	0	34	1	0	0	17583	0	0	652	757	652	757	10376	-1361	2174	-796	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
472	藏经阁25层小怪1	138	守塔弟子	1	0	35	0	0	0	18476	0	0	682	793	682	793	10387	-1337	2185	-784	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
473	藏经阁25层小怪2	138	守塔弟子	1	0	35	0	0	0	18476	0	0	682	793	682	793	10387	-1337	2185	-784	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
474	藏经阁25层小怪3	138	守塔弟子	1	0	35	1	0	0	18476	0	0	682	793	682	793	10387	-1337	2185	-784	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
475	藏经阁26层小怪1	138	守塔弟子	1	0	36	0	0	0	19368	0	0	712	829	712	829	10399	-1312	2195	-771	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
476	藏经阁26层小怪2	138	守塔弟子	1	0	36	0	0	0	19368	0	0	712	829	712	829	10399	-1312	2195	-771	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
477	藏经阁26层小怪3	138	守塔弟子	1	0	36	1	0	0	19368	0	0	712	829	712	829	10399	-1312	2195	-771	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
478	藏经阁27层小怪1	138	守塔弟子	1	0	37	0	0	0	20261	0	0	742	865	742	865	10411	-1287	2206	-758	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
479	藏经阁27层小怪2	138	守塔弟子	1	0	37	0	0	0	20261	0	0	742	865	742	865	10411	-1287	2206	-758	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
480	藏经阁27层小怪3	138	守塔弟子	1	0	37	1	0	0	20261	0	0	742	865	742	865	10411	-1287	2206	-758	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
481	藏经阁28层小怪1	138	守塔弟子	1	0	38	0	0	0	21154	0	0	772	901	772	901	10422	-1262	2216	-746	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
482	藏经阁28层小怪2	138	守塔弟子	1	0	38	0	0	0	21154	0	0	772	901	772	901	10422	-1262	2216	-746	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
483	藏经阁28层小怪3	138	守塔弟子	1	0	38	1	0	0	21154	0	0	772	901	772	901	10422	-1262	2216	-746	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
484	藏经阁29层小怪1	138	守塔弟子	1	0	39	0	0	0	22047	0	0	802	937	802	937	10434	-1238	2227	-733	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
485	藏经阁29层小怪2	138	守塔弟子	1	0	39	0	0	0	22047	0	0	802	937	802	937	10434	-1238	2227	-733	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
486	藏经阁29层小怪3	138	守塔弟子	1	0	39	1	0	0	22047	0	0	802	937	802	937	10434	-1238	2227	-733	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
487	藏经阁30层小怪1	138	守塔弟子	1	0	40	0	0	0	22940	0	0	840	977	840	977	10449	-1209	2240	-720	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
488	藏经阁30层小怪2	138	守塔弟子	1	0	40	0	0	0	22940	0	0	840	977	840	977	10449	-1209	2240	-720	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
489	藏经阁30层小怪3	138	守塔弟子	1	0	40	1	0	0	22940	0	0	840	977	840	977	10449	-1209	2240	-720	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
490	藏经阁31层小怪1	138	守塔弟子	1	0	41	0	0	0	27074	0	0	982	1155	982	1155	10472	-1160	2260	-696	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
491	藏经阁31层小怪2	138	守塔弟子	1	0	41	0	0	0	27074	0	0	982	1155	982	1155	10472	-1160	2260	-696	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
492	藏经阁31层小怪3	138	守塔弟子	1	0	41	1	0	0	27074	0	0	982	1155	982	1155	10472	-1160	2260	-696	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
493	藏经阁32层小怪1	138	守塔弟子	1	0	42	0	0	0	31208	0	0	1124	1333	1124	1333	10494	-1112	2280	-673	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
494	藏经阁32层小怪2	138	守塔弟子	1	0	42	0	0	0	31208	0	0	1124	1333	1124	1333	10494	-1112	2280	-673	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
495	藏经阁32层小怪3	138	守塔弟子	1	0	42	1	0	0	31208	0	0	1124	1333	1124	1333	10494	-1112	2280	-673	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
496	藏经阁33层小怪1	138	守塔弟子	1	0	43	0	0	0	35342	0	0	1266	1510	1266	1510	10516	-1063	2300	-649	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
497	藏经阁33层小怪2	138	守塔弟子	1	0	43	0	0	0	35342	0	0	1266	1510	1266	1510	10516	-1063	2300	-649	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
498	藏经阁33层小怪3	138	守塔弟子	1	0	43	1	0	0	35342	0	0	1266	1510	1266	1510	10516	-1063	2300	-649	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
499	藏经阁34层小怪1	138	守塔弟子	1	0	44	0	0	0	39476	0	0	1408	1688	1408	1688	10539	-1015	2320	-626	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
500	藏经阁34层小怪2	138	守塔弟子	1	0	44	0	0	0	39476	0	0	1408	1688	1408	1688	10539	-1015	2320	-626	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
501	藏经阁34层小怪3	138	守塔弟子	1	0	44	1	0	0	39476	0	0	1408	1688	1408	1688	10539	-1015	2320	-626	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
502	藏经阁35层小怪1	138	守塔弟子	1	0	45	0	0	0	64552	0	0	2266	2904	2266	2904	10643	-797	2414	-515	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
503	藏经阁35层小怪2	138	守塔弟子	1	0	45	0	0	0	64552	0	0	2266	2904	2266	2904	10643	-797	2414	-515	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
504	藏经阁35层小怪3	138	守塔弟子	1	0	45	1	0	0	64552	0	0	2266	2904	2266	2904	10643	-797	2414	-515	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
505	藏经阁36层小怪1	138	守塔弟子	1	0	46	0	0	0	68265	0	0	2395	3067	2395	3067	10670	-741	2438	-487	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
506	藏经阁36层小怪2	138	守塔弟子	1	0	46	0	0	0	68265	0	0	2395	3067	2395	3067	10670	-741	2438	-487	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
507	藏经阁36层小怪3	138	守塔弟子	1	0	46	1	0	0	68265	0	0	2395	3067	2395	3067	10670	-741	2438	-487	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
508	藏经阁37层小怪1	138	守塔弟子	1	0	47	0	0	0	71976	0	0	2523	3229	2523	3229	10697	-684	2462	-460	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
509	藏经阁37层小怪2	138	守塔弟子	1	0	47	0	0	0	71976	0	0	2523	3229	2523	3229	10697	-684	2462	-460	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
510	藏经阁37层小怪3	138	守塔弟子	1	0	47	1	0	0	71976	0	0	2523	3229	2523	3229	10697	-684	2462	-460	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
511	藏经阁38层小怪1	138	守塔弟子	1	0	48	0	0	0	75689	0	0	2652	3392	2652	3392	10724	-627	2486	-432	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
512	藏经阁38层小怪2	138	守塔弟子	1	0	48	0	0	0	75689	0	0	2652	3392	2652	3392	10724	-627	2486	-432	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
513	藏经阁38层小怪3	138	守塔弟子	1	0	48	1	0	0	75689	0	0	2652	3392	2652	3392	10724	-627	2486	-432	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
