Id	Desc	ModelId	EffectId	Component	SetId	Durable	HP	HP_Per	MP	MP_Per	PhysicsAttack	PhysicsAttack_Per	MagicAttack	MagicAttack_Per	PhysicsDefence	PhysicsDefence_Per	MagicDefence	MagicDefence_Per	AttackSpeed	AttackSpeed_Per	AllAttack	AllAttack_Per	AllDefence	AllDefence_Per	AddAttrType1	AddAttrValue1	AddAttrPer1	AddAttrType2	AddAttrValue2	AddAttrPer2	AddAttrType3	AddAttrValue3	AddAttrPer3	AddAttrType4	AddAttrValue4	AddAttrPer4
14659	职业橙套逍遥武器(90)5阶	24	-1	1	72	-1	0	0	0	0	0	0	2916	0	0	0	0	0	0.6	0	0	0	0	0	7	644	0	-1	0	0	9	1104	0	-1	0	0
14759	职业橙套逍遥饰品1(90)5阶	-1	-1	7	72	-1	0	0	0	0	0	0	1166	0	0	0	0	0	-1	0	0	0	0	0	7	1288	0	-1	0	0	9	1104	0	-1	0	0
14859	职业橙套逍遥饰品2(90)5阶	-1	-1	8	-1	-1	7336	0	1285	0	0	0	875	0	0	0	0	0	-1	0	0	0	0	0	7	644	0	-1	0	0	9	736	0	-1	0	0
14120	职业橙套逍遥头部(100)1阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	748	0	1246	0	-1	0	0	0	0	0	-1	0	0	8	315	0	-1	0	0	10	675	0
14220	职业橙套逍遥上衣(100)1阶	27	-1	3	85	-1	14558	0	1898	0	0	0	0	0	561	0	934	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	675	0
14320	职业橙套逍遥下衣(100)1阶	-1	-1	4	85	-1	21838	0	1898	0	0	0	0	0	374	0	623	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1354	0
14420	职业橙套逍遥鞋子(100)1阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	187	0	311	0	-1	0	0	0	0	0	-1	0	0	8	1263	0	-1	0	0	10	675	0
14520	职业橙套逍遥手腕(100)1阶	-1	-1	5	86	-1	21838	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	3375	0
14620	职业橙套逍遥武器(100)1阶	29	-1	1	86	-1	0	0	0	0	0	0	2880	0	0	0	0	0	0.6	0	0	0	0	0	7	632	0	-1	0	0	9	1084	0	-1	0	0
14720	职业橙套逍遥饰品1(100)1阶	-1	-1	7	86	-1	0	0	0	0	0	0	1152	0	0	0	0	0	-1	0	0	0	0	0	7	1266	0	-1	0	0	9	1084	0	-1	0	0
14820	职业橙套逍遥饰品2(100)1阶	-1	-1	8	-1	-1	7279	0	1266	0	0	0	864	0	0	0	0	0	-1	0	0	0	0	0	7	632	0	-1	0	0	9	723	0	-1	0	0
14130	职业橙套逍遥头部(100)2阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	770	0	1283	0	-1	0	0	0	0	0	-1	0	0	8	324	0	-1	0	0	10	698	0
14230	职业橙套逍遥上衣(100)2阶	27	-1	3	85	-1	14982	0	1954	0	0	0	0	0	578	0	961	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	698	0
14330	职业橙套逍遥下衣(100)2阶	-1	-1	4	85	-1	22474	0	1954	0	0	0	0	0	385	0	641	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1391	0
14430	职业橙套逍遥鞋子(100)2阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	193	0	320	0	-1	0	0	0	0	0	-1	0	0	8	1300	0	-1	0	0	10	698	0
14530	职业橙套逍遥手腕(100)2阶	-1	-1	5	86	-1	22474	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	3473	0
14630	职业橙套逍遥武器(100)2阶	29	-1	1	86	-1	0	0	0	0	0	0	2964	0	0	0	0	0	0.6	0	0	0	0	0	7	651	0	-1	0	0	9	1115	0	-1	0	0
14730	职业橙套逍遥饰品1(100)2阶	-1	-1	7	86	-1	0	0	0	0	0	0	1185	0	0	0	0	0	-1	0	0	0	0	0	7	1303	0	-1	0	0	9	1115	0	-1	0	0
14830	职业橙套逍遥饰品2(100)2阶	-1	-1	8	-1	-1	7491	0	1303	0	0	0	889	0	0	0	0	0	-1	0	0	0	0	0	7	651	0	-1	0	0	9	744	0	-1	0	0
14140	职业橙套逍遥头部(100)3阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	791	0	1319	0	-1	0	0	0	0	0	-1	0	0	8	334	0	-1	0	0	10	716	0
14240	职业橙套逍遥上衣(100)3阶	27	-1	3	85	-1	15406	0	2009	0	0	0	0	0	594	0	989	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	716	0
14340	职业橙套逍遥下衣(100)3阶	-1	-1	4	85	-1	23110	0	2009	0	0	0	0	0	396	0	659	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1433	0
14440	职业橙套逍遥鞋子(100)3阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	198	0	329	0	-1	0	0	0	0	0	-1	0	0	8	1336	0	-1	0	0	10	716	0
14540	职业橙套逍遥手腕(100)3阶	-1	-1	5	86	-1	23110	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	3574	0
14640	职业橙套逍遥武器(100)3阶	29	-1	1	86	-1	0	0	0	0	0	0	3048	0	0	0	0	0	0.6	0	0	0	0	0	7	669	0	-1	0	0	9	1147	0	-1	0	0
14740	职业橙套逍遥饰品1(100)3阶	-1	-1	7	86	-1	0	0	0	0	0	0	1219	0	0	0	0	0	-1	0	0	0	0	0	7	1340	0	-1	0	0	9	1147	0	-1	0	0
14840	职业橙套逍遥饰品2(100)3阶	-1	-1	8	-1	-1	7703	0	1340	0	0	0	915	0	0	0	0	0	-1	0	0	0	0	0	7	669	0	-1	0	0	9	765	0	-1	0	0
14150	职业橙套逍遥头部(100)4阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	813	0	1355	0	-1	0	0	0	0	0	-1	0	0	8	343	0	-1	0	0	10	735	0
14250	职业橙套逍遥上衣(100)4阶	27	-1	3	85	-1	15830	0	2064	0	0	0	0	0	610	0	1016	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	735	0
14350	职业橙套逍遥下衣(100)4阶	-1	-1	4	85	-1	23746	0	2064	0	0	0	0	0	407	0	678	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1470	0
14450	职业橙套逍遥鞋子(100)4阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	204	0	338	0	-1	0	0	0	0	0	-1	0	0	8	1373	0	-1	0	0	10	735	0
14550	职业橙套逍遥手腕(100)4阶	-1	-1	5	86	-1	23746	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	3671	0
14650	职业橙套逍遥武器(100)4阶	29	-1	1	86	-1	0	0	0	0	0	0	3132	0	0	0	0	0	0.6	0	0	0	0	0	7	688	0	-1	0	0	9	1178	0	-1	0	0
14750	职业橙套逍遥饰品1(100)4阶	-1	-1	7	86	-1	0	0	0	0	0	0	1252	0	0	0	0	0	-1	0	0	0	0	0	7	1376	0	-1	0	0	9	1178	0	-1	0	0
14850	职业橙套逍遥饰品2(100)4阶	-1	-1	8	-1	-1	7915	0	1376	0	0	0	940	0	0	0	0	0	-1	0	0	0	0	0	7	688	0	-1	0	0	9	786	0	-1	0	0
14160	职业橙套逍遥头部(100)5阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	835	0	1392	0	-1	0	0	0	0	0	-1	0	0	8	352	0	-1	0	0	10	754	0
14260	职业橙套逍遥上衣(100)5阶	27	-1	3	85	-1	16254	0	2119	0	0	0	0	0	627	0	1043	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	754	0
14360	职业橙套逍遥下衣(100)5阶	-1	-1	4	85	-1	24382	0	2119	0	0	0	0	0	417	0	696	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1511	0
14460	职业橙套逍遥鞋子(100)5阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	209	0	347	0	-1	0	0	0	0	0	-1	0	0	8	1410	0	-1	0	0	10	754	0
14560	职业橙套逍遥手腕(100)5阶	-1	-1	5	86	-1	24382	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	3769	0
14660	职业橙套逍遥武器(100)5阶	29	-1	1	86	-1	0	0	0	0	0	0	3215	0	0	0	0	0	0.6	0	0	0	0	0	7	706	0	-1	0	0	9	1210	0	-1	0	0
14760	职业橙套逍遥饰品1(100)5阶	-1	-1	7	86	-1	0	0	0	0	0	0	1286	0	0	0	0	0	-1	0	0	0	0	0	7	1413	0	-1	0	0	9	1210	0	-1	0	0
14860	职业橙套逍遥饰品2(100)5阶	-1	-1	8	-1	-1	8127	0	1413	0	0	0	965	0	0	0	0	0	-1	0	0	0	0	0	7	706	0	-1	0	0	9	807	0	-1	0	0
14170	职业橙套逍遥头部(100)6阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	857	0	1428	0	-1	0	0	0	0	0	-1	0	0	8	361	0	-1	0	0	10	776	0
14270	职业橙套逍遥上衣(100)6阶	27	-1	3	85	-1	16678	0	2175	0	0	0	0	0	643	0	1070	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	776	0
14370	职业橙套逍遥下衣(100)6阶	-1	-1	4	85	-1	25018	0	2175	0	0	0	0	0	428	0	714	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1549	0
14470	职业橙套逍遥鞋子(100)6阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	215	0	356	0	-1	0	0	0	0	0	-1	0	0	8	1447	0	-1	0	0	10	776	0
14570	职业橙套逍遥手腕(100)6阶	-1	-1	5	86	-1	25018	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	3866	0
14670	职业橙套逍遥武器(100)6阶	29	-1	1	86	-1	0	0	0	0	0	0	3299	0	0	0	0	0	0.6	0	0	0	0	0	7	725	0	-1	0	0	9	1241	0	-1	0	0
14770	职业橙套逍遥饰品1(100)6阶	-1	-1	7	86	-1	0	0	0	0	0	0	1319	0	0	0	0	0	-1	0	0	0	0	0	7	1450	0	-1	0	0	9	1241	0	-1	0	0
14870	职业橙套逍遥饰品2(100)6阶	-1	-1	8	-1	-1	8339	0	1450	0	0	0	990	0	0	0	0	0	-1	0	0	0	0	0	7	725	0	-1	0	0	9	828	0	-1	0	0
14180	职业橙套逍遥头部(100)7阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	878	0	1464	0	-1	0	0	0	0	0	-1	0	0	8	370	0	-1	0	0	10	795	0
14280	职业橙套逍遥上衣(100)7阶	27	-1	3	85	-1	17102	0	2230	0	0	0	0	0	659	0	1097	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	795	0
14380	职业橙套逍遥下衣(100)7阶	-1	-1	4	85	-1	25654	0	2230	0	0	0	0	0	439	0	732	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1590	0
14480	职业橙套逍遥鞋子(100)7阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	220	0	365	0	-1	0	0	0	0	0	-1	0	0	8	1483	0	-1	0	0	10	795	0
14580	职业橙套逍遥手腕(100)7阶	-1	-1	5	86	-1	25654	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	3968	0
14680	职业橙套逍遥武器(100)7阶	29	-1	1	86	-1	0	0	0	0	0	0	3383	0	0	0	0	0	0.6	0	0	0	0	0	7	743	0	-1	0	0	9	1273	0	-1	0	0
14780	职业橙套逍遥饰品1(100)7阶	-1	-1	7	86	-1	0	0	0	0	0	0	1353	0	0	0	0	0	-1	0	0	0	0	0	7	1487	0	-1	0	0	9	1273	0	-1	0	0
14880	职业橙套逍遥饰品2(100)7阶	-1	-1	8	-1	-1	8551	0	1487	0	0	0	1015	0	0	0	0	0	-1	0	0	0	0	0	7	743	0	-1	0	0	9	849	0	-1	0	0
14190	职业橙套逍遥头部(100)8阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	900	0	1500	0	-1	0	0	0	0	0	-1	0	0	8	379	0	-1	0	0	10	814	0
14290	职业橙套逍遥上衣(100)8阶	27	-1	3	85	-1	17526	0	2285	0	0	0	0	0	676	0	1125	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	814	0
14390	职业橙套逍遥下衣(100)8阶	-1	-1	4	85	-1	26290	0	2285	0	0	0	0	0	450	0	750	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1628	0
14490	职业橙套逍遥鞋子(100)8阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	226	0	374	0	-1	0	0	0	0	0	-1	0	0	8	1520	0	-1	0	0	10	814	0
14590	职业橙套逍遥手腕(100)8阶	-1	-1	5	86	-1	26290	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	4065	0
14690	职业橙套逍遥武器(100)8阶	29	-1	1	86	-1	0	0	0	0	0	0	3467	0	0	0	0	0	0.6	0	0	0	0	0	7	761	0	-1	0	0	9	1304	0	-1	0	0
14790	职业橙套逍遥饰品1(100)8阶	-1	-1	7	86	-1	0	0	0	0	0	0	1386	0	0	0	0	0	-1	0	0	0	0	0	7	1524	0	-1	0	0	9	1304	0	-1	0	0
14890	职业橙套逍遥饰品2(100)8阶	-1	-1	8	-1	-1	8763	0	1524	0	0	0	1040	0	0	0	0	0	-1	0	0	0	0	0	7	761	0	-1	0	0	9	870	0	-1	0	0
14200	职业橙套逍遥头部(100)9阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	922	0	1537	0	-1	0	0	0	0	0	-1	0	0	8	389	0	-1	0	0	10	833	0
14300	职业橙套逍遥上衣(100)9阶	27	-1	3	85	-1	17950	0	2341	0	0	0	0	0	692	0	1152	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	833	0
14400	职业橙套逍遥下衣(100)9阶	-1	-1	4	85	-1	26927	0	2341	0	0	0	0	0	461	0	768	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1669	0
14500	职业橙套逍遥鞋子(100)9阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	231	0	384	0	-1	0	0	0	0	0	-1	0	0	8	1557	0	-1	0	0	10	833	0
14600	职业橙套逍遥手腕(100)9阶	-1	-1	5	86	-1	26927	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	4163	0
14700	职业橙套逍遥武器(100)9阶	29	-1	1	86	-1	0	0	0	0	0	0	3551	0	0	0	0	0	0.6	0	0	0	0	0	7	780	0	-1	0	0	9	1336	0	-1	0	0
14800	职业橙套逍遥饰品1(100)9阶	-1	-1	7	86	-1	0	0	0	0	0	0	1420	0	0	0	0	0	-1	0	0	0	0	0	7	1561	0	-1	0	0	9	1336	0	-1	0	0
14900	职业橙套逍遥饰品2(100)9阶	-1	-1	8	-1	-1	8975	0	1561	0	0	0	1066	0	0	0	0	0	-1	0	0	0	0	0	7	780	0	-1	0	0	9	892	0	-1	0	0
14210	职业橙套逍遥头部(100)10阶	-1	-1	2	85	-1	0	0	0	0	0	0	0	0	944	0	1573	0	-1	0	0	0	0	0	-1	0	0	8	398	0	-1	0	0	10	855	0
14310	职业橙套逍遥上衣(100)10阶	27	-1	3	85	-1	18374	0	2396	0	0	0	0	0	709	0	1179	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	855	0
14410	职业橙套逍遥下衣(100)10阶	-1	-1	4	85	-1	27563	0	2396	0	0	0	0	0	472	0	787	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1706	0
14510	职业橙套逍遥鞋子(100)10阶	-1	-1	6	85	-1	0	0	0	0	0	0	0	0	237	0	393	0	-1	0	0	0	0	0	-1	0	0	8	1594	0	-1	0	0	10	855	0
14610	职业橙套逍遥手腕(100)10阶	-1	-1	5	86	-1	27563	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	4260	0
14710	职业橙套逍遥武器(100)10阶	29	-1	1	86	-1	0	0	0	0	0	0	3635	0	0	0	0	0	0.6	0	0	0	0	0	7	798	0	-1	0	0	9	1368	0	-1	0	0
14810	职业橙套逍遥饰品1(100)10阶	-1	-1	7	86	-1	0	0	0	0	0	0	1453	0	0	0	0	0	-1	0	0	0	0	0	7	1598	0	-1	0	0	9	1368	0	-1	0	0
14910	职业橙套逍遥饰品2(100)10阶	-1	-1	8	-1	-1	9187	0	1598	0	0	0	1091	0	0	0	0	0	-1	0	0	0	0	0	7	798	0	-1	0	0	9	913	0	-1	0	0
14221	VIP逍遥上衣(90)1阶	26	-1	3	91	-1	13566	0	1777	0	0	0	0	0	526	0	873	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	638	0
14321	VIP逍遥下衣(90)1阶	-1	-1	4	91	-1	20350	0	1777	0	0	0	0	0	351	0	583	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1271	0
14621	VIP逍遥武器(90)1阶	25	-1	1	91	-1	0	0	0	0	0	0	2692	0	0	0	0	0	0.6	0	0	0	0	0	7	593	0	-1	0	0	9	1018	0	-1	0	0
14721	VIP逍遥饰品1(90)1阶	-1	-1	7	91	-1	0	0	0	0	0	0	1076	0	0	0	0	0	-1	0	0	0	0	0	7	1188	0	-1	0	0	9	1018	0	-1	0	0
14231	VIP逍遥上衣(90)2阶	26	-1	3	91	-1	13961	0	1829	0	0	0	0	0	542	0	899	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	656	0
14331	VIP逍遥下衣(90)2阶	-1	-1	4	91	-1	20942	0	1829	0	0	0	0	0	361	0	600	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1309	0
14631	VIP逍遥武器(90)2阶	25	-1	1	91	-1	0	0	0	0	0	0	2771	0	0	0	0	0	0.6	0	0	0	0	0	7	611	0	-1	0	0	9	1047	0	-1	0	0
14731	VIP逍遥饰品1(90)2阶	-1	-1	7	91	-1	0	0	0	0	0	0	1108	0	0	0	0	0	-1	0	0	0	0	0	7	1222	0	-1	0	0	9	1047	0	-1	0	0
14241	VIP逍遥上衣(90)3阶	26	-1	3	91	-1	14356	0	1880	0	0	0	0	0	557	0	924	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	675	0
14341	VIP逍遥下衣(90)3阶	-1	-1	4	91	-1	21535	0	1880	0	0	0	0	0	372	0	617	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1346	0
14641	VIP逍遥武器(90)3阶	25	-1	1	91	-1	0	0	0	0	0	0	2849	0	0	0	0	0	0.6	0	0	0	0	0	7	628	0	-1	0	0	9	1077	0	-1	0	0
14741	VIP逍遥饰品1(90)3阶	-1	-1	7	91	-1	0	0	0	0	0	0	1139	0	0	0	0	0	-1	0	0	0	0	0	7	1257	0	-1	0	0	9	1077	0	-1	0	0
14251	VIP逍遥上衣(90)4阶	26	-1	3	91	-1	14752	0	1932	0	0	0	0	0	572	0	950	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	694	0
14351	VIP逍遥下衣(90)4阶	-1	-1	4	91	-1	22128	0	1932	0	0	0	0	0	382	0	634	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1380	0
14651	VIP逍遥武器(90)4阶	25	-1	1	91	-1	0	0	0	0	0	0	2928	0	0	0	0	0	0.6	0	0	0	0	0	7	645	0	-1	0	0	9	1107	0	-1	0	0
14751	VIP逍遥饰品1(90)4阶	-1	-1	7	91	-1	0	0	0	0	0	0	1170	0	0	0	0	0	-1	0	0	0	0	0	7	1291	0	-1	0	0	9	1107	0	-1	0	0
14261	VIP逍遥上衣(90)5阶	26	-1	3	91	-1	15147	0	1984	0	0	0	0	0	588	0	975	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	713	0
14361	VIP逍遥下衣(90)5阶	-1	-1	4	91	-1	22721	0	1984	0	0	0	0	0	392	0	651	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1418	0
14661	VIP逍遥武器(90)5阶	25	-1	1	91	-1	0	0	0	0	0	0	3006	0	0	0	0	0	0.6	0	0	0	0	0	7	662	0	-1	0	0	9	1136	0	-1	0	0
14761	VIP逍遥饰品1(90)5阶	-1	-1	7	91	-1	0	0	0	0	0	0	1202	0	0	0	0	0	-1	0	0	0	0	0	7	1326	0	-1	0	0	9	1136	0	-1	0	0
15118	职业橙套大理头部(80)1阶	-1	-1	2	61	-1	0	0	0	0	0	0	0	0	882	0	752	0	-1	0	0	0	0	0	-1	0	0	8	259	0	-1	0	0	10	548	0
15218	职业橙套大理上衣(80)1阶	22	-1	3	61	-1	11927	0	1358	0	0	0	0	0	661	0	563	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	548	0
15318	职业橙套大理下衣(80)1阶	-1	-1	4	61	-1	17891	0	1358	0	0	0	0	0	441	0	376	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1103	0
15418	职业橙套大理鞋子(80)1阶	-1	-1	6	61	-1	0	0	0	0	0	0	0	0	220	0	187	0	-1	0	0	0	0	0	-1	0	0	8	1035	0	-1	0	0	10	548	0
15518	职业橙套大理手腕(80)1阶	-1	-1	5	62	-1	17891	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	2749	0
15618	职业橙套大理武器(80)1阶	12	-1	1	62	-1	0	0	0	0	2171	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	667	0	-1	0	0	9	670	0	-1	0	0
15718	职业橙套大理饰品1(80)1阶	-1	-1	7	62	-1	0	0	0	0	868	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	1335	0	-1	0	0	9	670	0	-1	0	0
15818	职业橙套大理饰品2(80)1阶	-1	-1	8	-1	-1	5964	0	904	0	651	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	667	0	-1	0	0	9	447	0	-1	0	0
15128	职业橙套大理头部(80)2阶	-1	-1	2	61	-1	0	0	0	0	0	0	0	0	907	0	774	0	-1	0	0	0	0	0	-1	0	0	8	266	0	-1	0	0	10	566	0
15228	职业橙套大理上衣(80)2阶	22	-1	3	61	-1	12275	0	1397	0	0	0	0	0	681	0	580	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	566	0
15328	职业橙套大理下衣(80)2阶	-1	-1	4	61	-1	18412	0	1397	0	0	0	0	0	454	0	387	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1133	0
15428	职业橙套大理鞋子(80)2阶	-1	-1	6	61	-1	0	0	0	0	0	0	0	0	227	0	193	0	-1	0	0	0	0	0	-1	0	0	8	1065	0	-1	0	0	10	566	0
15528	职业橙套大理手腕(80)2阶	-1	-1	5	62	-1	18412	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	2831	0
15628	职业橙套大理武器(80)2阶	12	-1	1	62	-1	0	0	0	0	2234	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	687	0	-1	0	0	9	689	0	-1	0	0
15728	职业橙套大理饰品1(80)2阶	-1	-1	7	62	-1	0	0	0	0	894	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	1374	0	-1	0	0	9	689	0	-1	0	0
15828	职业橙套大理饰品2(80)2阶	-1	-1	8	-1	-1	6137	0	931	0	670	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	687	0	-1	0	0	9	460	0	-1	0	0
15138	职业橙套大理头部(80)3阶	-1	-1	2	61	-1	0	0	0	0	0	0	0	0	933	0	796	0	-1	0	0	0	0	0	-1	0	0	8	274	0	-1	0	0	10	581	0
15238	职业橙套大理上衣(80)3阶	22	-1	3	61	-1	12622	0	1437	0	0	0	0	0	700	0	596	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	581	0
15338	职业橙套大理下衣(80)3阶	-1	-1	4	61	-1	18933	0	1437	0	0	0	0	0	467	0	398	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1166	0
15438	职业橙套大理鞋子(80)3阶	-1	-1	6	61	-1	0	0	0	0	0	0	0	0	233	0	198	0	-1	0	0	0	0	0	-1	0	0	8	1095	0	-1	0	0	10	581	0
15538	职业橙套大理手腕(80)3阶	-1	-1	5	62	-1	18933	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	2910	0
15638	职业橙套大理武器(80)3阶	12	-1	1	62	-1	0	0	0	0	2298	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	706	0	-1	0	0	9	709	0	-1	0	0
15738	职业橙套大理饰品1(80)3阶	-1	-1	7	62	-1	0	0	0	0	919	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	1413	0	-1	0	0	9	709	0	-1	0	0
15838	职业橙套大理饰品2(80)3阶	-1	-1	8	-1	-1	6311	0	957	0	689	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	706	0	-1	0	0	9	473	0	-1	0	0
15148	职业橙套大理头部(80)4阶	-1	-1	2	61	-1	0	0	0	0	0	0	0	0	959	0	818	0	-1	0	0	0	0	0	-1	0	0	8	281	0	-1	0	0	10	596	0
15248	职业橙套大理上衣(80)4阶	22	-1	3	61	-1	12970	0	1476	0	0	0	0	0	719	0	613	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	596	0
15348	职业橙套大理下衣(80)4阶	-1	-1	4	61	-1	19454	0	1476	0	0	0	0	0	479	0	409	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	1196	0
15448	职业橙套大理鞋子(80)4阶	-1	-1	6	61	-1	0	0	0	0	0	0	0	0	240	0	204	0	-1	0	0	0	0	0	-1	0	0	8	1126	0	-1	0	0	10	596	0
15548	职业橙套大理手腕(80)4阶	-1	-1	5	62	-1	19454	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	2989	0
15648	职业橙套大理武器(80)4阶	12	-1	1	62	-1	0	0	0	0	2361	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	726	0	-1	0	0	9	728	0	-1	0	0
15748	职业橙套大理饰品1(80)4阶	-1	-1	7	62	-1	0	0	0	0	944	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	1452	0	-1	0	0	9	728	0	-1	0	0
15848	职业橙套大理饰品2(80)4阶	-1	-1	8	-1	-1	6485	0	983	0	708	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	726	0	-1	0	0	9	486	0	-1	0	0
15158	职业橙套大理头部(80)5阶	-1	-1	2	61	-1	0	0	0	0	0	0	0	0	984	0	840	0	-1	0	0	0	0	0	-1	0	0	8	289	0	-1	0	0	10	611	0
15258	职业橙套大理上衣(80)5阶	22	-1	3	61	-1	13317	0	1516	0	0	0	0	0	738	0	629	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	611	0
