Id	Desc	StrDictionary
3438	装备强化_UI_20141027	打星石:
3439	装备强化_UI_20141027	单次打星
3440	装备强化_UI_20141027	当前12星
3441	装备强化_UI_20141027	橙色12星
3442	装备强化_UI_20141027	消耗:
3443	装备强化_UI_20141027	成功率:
3444	装备强化_UI_20141027	当前星级已满
3445	装备强化_UI_20141027	打星
3446	装备强化_UI_20141027	装备强化
3447	装备强化_UI_20141027	装备打星
3448	装备强化_UI_20141027	吸收已打星装备可以继承其星级
3449	快捷回复_UI_20141027	编
3450	快捷回复_UI_20141027	快捷回复
3451	乾坤袋_UI_20141027	合成数量
3452	活动_UI_20141027	活动
3453	活动_UI_20141027	藏经阁
3454	活动_UI_20141027	怪物信息:
3455	活动_UI_20141027	挑战次数:
3456	活动_UI_20141027	当前:
3457	活动_UI_20141027	10后可再次扫荡
3458	活动_UI_20141027	免费
3459	活动_UI_20141027	排行
3460	活动_UI_20141027	1层
3461	活动_UI_20141027	每半小时刷新任务
3462	活动_UI_20141027	今日活跃度：10/100
3463	活动_UI_20141027	日常任务完成次数：1/30
3464	活动_UI_20141027	描述
3465	活动_UI_20141027	天降奇珍
3466	活动_UI_20141027	不限
3467	活动_UI_20141027	立即前往
3468	活动_UI_20141027	“天降奇珍”活动开放后，玩家需要到本帮指定的地点击杀“聚宝盆”，活动结束后参与玩家将获得大量经验、金币、帮贡奖励。
3469	活动_UI_20141027	参与方法
3470	活动_UI_20141027	帮战
3471	圣诞活动_UI_20141029	◆活动介绍：活动期间，玩家可以收集圣诞树所需要的装饰材料来装扮圣诞树，圣诞树每升一级，都会给最后放入材料使其升级的侠士送出金币、一品升星丹和精致的圣诞袜奖励；当圣诞树品级提升，全服参加此活动的侠士均能获得金币和一品升星丹奖励。#r#r◆材料获取途径：圣诞彩球、圣诞绸带、圣诞彩铃均能通过“圣诞袜”活动获取，圣诞星和圣诞彩铃还能直接从元宝商城购买
3472	圣诞活动_UI_20141029	{0}:{1}
3473	圣诞活动_UI_20141029	节日活动
3474	圣诞活动_UI_20141029	当前榜单奖励
3475	圣诞活动_UI_20141029	材料获取途径：燕王古墓副本，怒海锄奸副本，毛衣针也可在商城直接购买
3476	圣诞活动_UI_20141029	合成所需材料：白色毛线*5、红色毛线*3、毛衣针*1（毛衣针也可在商城购买）
3477	圣诞活动_UI_20141029	可能获取奖励：[21b509]圣诞绸带*1、圣诞彩球*1、圣诞彩铃*1、[a528d4]精致的圣诞袜*1
3478	圣诞活动_UI_20141029	{0}/{1}
3479	圣诞活动_UI_20141029	{0}名
3480	圣诞活动_UI_20141029	{0}
3481	活动_UI_20141029	参与方式
3482	活动_UI_20141029	海选赛：海选时需要同一帮会的玩家组队在帮会界面的帮战分页点击报名参加，战胜对方后会增加本帮会积分，最后按照积分排名选出前16名帮会参加晋级赛#r晋级赛：晋级赛到时间将由系统自动匹配敌对帮会，轮空则直接晋级。匹配上的帮会玩家需要组队在帮会页面的帮战分页点击代表据点的小球进入副本占领据点，占领后据点会按照时间间隔为本帮加分，最终按照加分决定哪些帮会能够晋级
3483	活动_UI_20141029	胜利获得:
3484	活动_UI_20141029	失败获得:
3485	活动_UI_20141029	真气
3486	活动_UI_20141029	刷新对手
3487	活动_UI_20141029	排名：
3488	活动_UI_20141029	次数：
3489	活动_UI_20141029	真气：
3490	活动_UI_20141029	真气奖励每20分钟发放一次
3491	活动_UI_20141029	战斗力
3492	活动_UI_20141029	真气奖励
3493	活动_UI_20141029	匹配对手
3494	活动_UI_20141029	名人录
3495	活动_UI_20141029	挑战记录
3496	活动_UI_20141029	规则介绍
3497	活动_UI_20141029	列表中都是想要参加“”活动的玩家，欢迎你加入他们！
3498	活动_UI_20141029	附近玩家
3499	活动_UI_20141029	附近队伍
3500	活动_UI_20141029	刷新次数
3501	活动_UI_20141029	聚贤庄
3502	活动_UI_20141029	选择：困难
3503	活动_UI_20141029	副本名称
3504	活动_UI_20141029	队伍成员：
3505	活动_UI_20141029	体能：
3506	活动_UI_20141029	消耗体能：
3507	活动_UI_20141029	副本掉落
3508	活动_UI_20141029	获得金币：
3509	活动_UI_20141029	获得经验：
3510	活动_UI_20141029	可以参加
3511	活动_UI_20141029	江湖名人录
3512	活动_UI_20141029	燕子坞
3513	活动_UI_20141029	华山论剑
3514	活动_UI_20141029	珍珑棋局
3515	活动_UI_20141029	燕王古墓
3516	活动_UI_20141029	少室山
3517	活动_UI_20141029	正在进行的是每周一次的八强比赛，欢迎各路英雄逐鹿沙场！
3518	活动_UI_20141029	帮会名六个字
3519	活动_UI_20141029	比赛排行榜
3520	活动_UI_20141029	报名
3521	活动_UI_20141029	金腰带排行榜
3522	活动_UI_20141029	报名列表
3523	活动_UI_20141029	高手对决
3524	活动_UI_20141029	1、每周三19:40-19:59（报名）、20:00开始
3525	活动_UI_20141029	每周日14:40-14:59（报名）、15:00开始
3526	活动_UI_20141029	2、报名者中战斗力排名[c4472f]前64位
3527	活动_UI_20141029	3、大于或等于[c4472f]35级
3528	活动_UI_20141029	战斗力
3529	活动_UI_20141029	系统将选择前64名玩家进入比武场
3530	活动_UI_20141029	您当前排名为64+
3531	活动_UI_20141029	战斗力:
3532	活动_UI_20141029	生命值:
3533	活动_UI_20141029	法力值:
3534	活动_UI_20141029	攻击力:
3535	活动_UI_20141029	外功防御:
3536	活动_UI_20141029	内功防御:
3537	活动_UI_20141029	闪避:
3538	活动_UI_20141029	正在为你匹配对手...........
3539	活动_UI_20141029	比赛进度：1/16
3540	活动_UI_20141029	匹配时间还剩下30秒
3541	活动_UI_20141029	参赛列表
3542	活动_UI_20141029	对战图
3543	活动_UI_20141029	对手预览
3544	活动_UI_20141029	世界BOSS
3545	活动_UI_20141029	活动地点
3546	活动_UI_20141029	雪原（入口下方）
3547	活动_UI_20141029	参与方式
3548	活动_UI_20141029	组队参加活动的玩家可获得大量的经验、金币、和绑定元宝奖励；若boss被击杀，组队参与的玩家还可获得生活技能图纸；排名前列的队伍更可获得大量绑定元宝、3级宝石、伙伴([d14808]传说[-])、美人（[d14808]传说[-]）、伙伴技能书等奖励。
3549	活动_UI_20141029	40级
3550	活动_UI_20141029	活动介绍
3551	活动_UI_20141029	每周三、周四晚21:00~22:00为海选赛，周六、周日晚21:00~22:00为晋级赛和决赛。参与玩家可获得不蜚的经验、金币、帮贡、玄铁、打造图、宝石奖励。
3552	帮会_提示_20141029	发送帮会邮件需要1000金币，当前携带金币不足。
3553	帮会_提示_20141029	服务器不在家，邮件发送失败请稍后再试。
3554	帮会_提示_20141029	只有帮主和副帮主能群发邮件
3555	帮会创建_UI_20141027	下方输入帮会名称
3556	帮会福利_UI_20141027	兑换
3557	帮会福利_UI_20141027	购买
3558	帮会福利_UI_20141027	价格:
3559	帮会福利_UI_20141027	数量:
3560	帮战结果_UI_20141027	获得金币:
3561	帮战结果_UI_20141027	获得经验:
3562	帮战结果_UI_20141027	获得帮贡:
3563	帮战结果_UI_20141027	离开副本
3564	帮战结果_UI_20141027	比赛结果
3565	帮助_UI_20141027	游戏帮助
3566	帮助_UI_20141027	返回
3567	帮助_UI_20141027	人物升级
3568	帮助_UI_20141027	您可以通过以下方式实现
3569	华山论剑_UI_20141027	排名
3570	华山论剑_UI_20141027	名字
3571	华山论剑_UI_20141027	战斗力
3572	获得物品_UI_20141027	获得新物品
3573	激活码_UI_20141027	礼包兑换
3574	制造_UI_20141027	体力:[a2ff00]100/100
3575	制造_UI_20141027	消耗体能:10
3576	制造_UI_20141027	手续费:1000
3577	制造_UI_20141027	打造
3578	制造_UI_20141027	制造
3579	制造_UI_20141027	生活技能装戒指（40）
3580	绑定账号_UI_20141027	绑定
3581	绑定账号_UI_20141027	绑定账号
3582	绑定账号_UI_20141027	绑定账号，送本职业30级紫色戒指
3583	绑定账号_UI_20141027	绑定状态:
3584	绑定账号_UI_20141027	未绑定
3585	绑定账号_UI_20141027	30级紫色戒指
3586	绑定账号_UI_20141027	可领取
3587	结婚对话_UI_20141028	我要向我心爱的人儿求婚
3588	结婚对话_UI_20141028	说书人
3589	结婚对话_UI_20141028	我还没做好准备
3590	结婚对话_UI_20141028	自从明史案发，江南文士含冤入狱者不计其数，全家老小也被发配边疆，好多人在流放的路上就丧命了，真是作孽啊。
3591	帮会_UI_20141029	帮会
3592	帮会_UI_20141029	师门
3593	帮会_UI_20141029	生命+10000
3594	帮会_UI_20141029	物攻+10000，法攻+10000
3595	帮会_UI_20141029	上一级
3596	帮会_UI_20141029	下一级
3597	帮会_UI_20141029	进入战场
3598	帮会_UI_20141029	海选赛·帮会排名
3599	帮会_UI_20141029	本帮战绩：
3600	帮会_UI_20141029	参战次数：
3601	帮会_UI_20141029	海选赛·个人排名
3602	帮会_UI_20141029	个人击杀：
3603	帮会_UI_20141029	正在进行的是每周一次的八强比赛，欢迎各路英雄逐鹿沙场！
3604	帮会_UI_20141029	成员列表
3605	帮会_UI_20141029	加入师门
3606	帮会_UI_20141029	审批
3607	帮会_UI_20141029	创建师门
3608	帮会_UI_20141029	师门技能是允许自定义的哟，请输入你想要的技能名称：
3609	帮会_UI_20141029	师门商店
3610	帮会_UI_20141029	师门信息
3611	帮会_UI_20141029	开阳
3612	帮会_UI_20141029	天权
3613	帮会_UI_20141029	玉衡
3614	帮会_UI_20141029	天枢
3615	帮会_UI_20141029	天璇
3616	帮会_UI_20141029	天玑
3617	帮会_UI_20141029	摇光
3618	帮会_UI_20141029	积分：
3619	帮会_UI_20141029	蓝色图标表示该据点被我方占领
3620	帮会_UI_20141029	红色图标表示该据点被敌方占领
3621	帮会_UI_20141029	绿色图标表示该据点未被占领
3622	帮会_UI_20141029	刀剑图标表示该据点正在战斗中
3623	帮会_UI_20141029	晋级赛信息
3624	帮会_UI_20141029	海选赛信息
3625	帮会_UI_20141029	海选赛:比赛开启时，40级以上帮会成员可以通过帮战分页组队报名。报名成功后，系统将为其匹配对手进入战场。成功击败对手可以为本帮增加积分。海选结束后，将选取积分榜前16名进入晋级赛。#r#r晋级赛：比赛开启时，40级以上帮会成员可以组成各自小队，点击帮战界面据点小球可以进行抢夺据点。抢占成功后，据点将定时为本帮增加积分。每轮比赛结束后，积分高的帮会将成功晋级。（轮空则直接晋级）#r#r约战(帮战切磋)：非帮战比赛日，帮主和副帮主可以向其他帮会发起帮战切磋，帮战切磋玩法与晋级赛相同。#r#r约战(野外宣战)：帮主和副帮主可以向其他帮会发起野外宣战，宣战成功后，双方成员2小时内在野外默认为敌对状态，PK无惩罚
3626	帮会_UI_20141029	以下为海选赛中排名前十六的帮会，海选赛结束后，留下来的帮会将晋级决赛！
3627	帮会_UI_20141029	帮会邮件
3628	帮会_UI_20141029	帮会等级
3629	帮会_UI_20141029	退出
3630	帮会_UI_20141029	内容限定30个汉字
3631	帮会_UI_20141029	人数/上限
3632	帮会_UI_20141029	战力
3633	帮会_UI_20141029	帮战
3634	帮会_UI_20141029	帮会福利
3635	帮会_UI_20141029	师门令:
3636	帮会_UI_20141029	师门名称
3637	帮会_UI_20141029	点击此处输入
3638	帮会_UI_20141029	解散师门
3639	帮会_UI_20141029	离开师门
3640	帮会_UI_20141029	掌门人：[ffffff]花花你个小花[-]
3641	帮会_UI_20141029	师门公告
3642	帮会_UI_20141029	自开山祖师花花你个小花花创派以来，承蒙江湖各路英雄厚爱，本派薪火相传
3643	帮会_UI_20141029	师门介绍
3644	帮会_UI_20141029	在线弟子：
3645	帮会_UI_20141029	弟子/上限：
3646	帮会_UI_20141029	弟子上限：
3647	帮会_UI_20141029	师门薪火：
3648	帮会_UI_20141029	个人薪火：
3649	帮会_UI_20141029	技能名称
3650	帮会_UI_20141029	学习
3651	帮会_UI_20141029	遗忘
3652	帮会_UI_20141029	激活
3653	帮会_UI_20141029	掌门激活技能后，弟子可免费学习；可在技能界面升级，但同时只能学一个
3654	帮会_UI_20141029	昵称
3655	帮会_UI_20141029	等级
3656	帮会_UI_20141029	职业
3657	帮会_UI_20141029	离线时间
3658	帮会_UI_20141029	设为密聊
3659	帮会_UI_20141029	加为好友
3660	帮会_UI_20141029	邀请入队
3661	帮会_UI_20141029	申请入队
3662	帮会_UI_20141029	踢出师门
3663	帮会_UI_20141029	批准申请
3664	帮会_UI_20141029	拒绝申请
3665	帮会_UI_20141029	全部批准
3666	帮会_UI_20141029	全部拒绝
3667	帮会_UI_20141029	师门名称
3668	帮会_UI_20141029	开山祖师
3669	帮会_UI_20141029	师门技能
3670	帮会_UI_20141029	人数
3671	帮会_UI_20141029	申请加入
3672	帮会_UI_20141029	序号
3673	帮会_UI_20141029	情义获取方式：
3674	帮会_UI_20141029	带领本师门新晋弟子打副本通关所得奖励
3675	帮会_UI_20141029	情义获取条件：
3676	帮会_UI_20141029	1.老弟子比新晋弟子高20级以上
3677	帮会_UI_20141029	2.通关组队副本
3678	帮会_UI_20141029	情义：
3679	帮会_UI_20141029	兑换
3680	雇佣_UI_20141029	雇佣
3681	雇佣_UI_20141029	姓名
3682	雇佣_UI_20141029	职业
3683	雇佣_UI_20141029	战力
3684	雇佣_UI_20141029	佣金
3685	雇佣_UI_20141029	剩余次数
3686	任务_UI_20141029	接取任务
3687	任务_UI_20141029	任务奖励:
3688	任务_UI_20141029	完成任务
3689	任务_UI_20141029	(完成)【主线】满清
3690	任务_UI_20141029	与说书人对话：1/1
3691	任务_UI_20141029	任务描述
3692	任务_UI_20141029	任务奖励
3693	任务_UI_20141029	主线任务
3694	任务_UI_20141029	立即前往
3695	任务_UI_20141029	任务
3696	任务_UI_20141029	已接任务
3697	任务_UI_20141029	可接任务
3698	任务_UI_20141029	放弃任务
3699	摇钱树_UI_20141029	免费
3700	摇钱树_UI_20141029	购买
3701	摇钱树_UI_20141029	元宝次数：{0}/20
3702	摇钱树_UI_20141029	消耗元宝时优先扣除绑定元宝
3703	摇钱树_UI_20141029	每天可以免费摇钱7次
3704	摇钱树_UI_20141029	免费次数：{0}/20
3705	摇钱树_UI_20141029	无视CD直接领取
3706	地图_UI_20141029	换线
3707	地图_UI_20141029	传送
3708	万圣节_UI_20141029	分享
3709	万圣节_UI_20141029	万圣节的服装起源于恶作剧，大人带孩子一起出门（一般是大人驾车停在路边，小孩去敲门讨糖（trick or treat）。大人事先要求孩子只许去门口有节日布置的并点了灯的人家，否则不许打扰。另外讨糖过程中必须始终站在大门口等待，不许进屋，讨回的糖也要交给大人检查后才许吃。对接待孩子的人家也要求不给自家制作的食品，也不给未包装的食品。
3710	万圣节_UI_20141029	输入分享码获得：
3711	万圣节_UI_20141029	奖励次数：
3712	万圣节_UI_20141029	分享奖励：
3713	万圣节_UI_20141029	请输入分享码
3714	万圣节_UI_20141029	领取
3715	万圣节_UI_20141029	聊天
3716	万圣节_UI_20141029	千里传音
3717	万圣节_UI_20141029	分享至:
3718	技能_UI_20141029	技能
3719	技能_UI_20141029	左侧技能可拖动至下方#r替换技能顺序
3720	技能_UI_20141029	冷却:
3721	技能_UI_20141029	消耗:
3722	技能_UI_20141029	[f20a0a]20级习得
3723	技能_UI_20141029	瞬发技能
3724	技能_UI_20141029	当前效果:
3725	技能_UI_20141029	下一级
3726	技能_UI_20141029	返回
3727	技能_UI_20141029	技能升级
3728	技能_UI_20141029	所需真气:
3729	技能_UI_20141029	所需金币:
3730	技能_UI_20141029	所需等级:
3731	技能_UI_20141029	升级
3732	技能_UI_20141029	真气值：
3733	技能_UI_20141029	消耗薪火：
3734	技能_UI_20141029	师门薪火:
3735	技能_UI_20141029	薪火：
3736	SNS_UI_20141029	分享
3737	SNS_UI_20141029	次数:
3738	SNS_UI_20141029	奖励码
3739	SNS_UI_20141029	下方输入奖励码，得高额奖励携友同行
3740	SNS_UI_20141029	腾讯微博
3741	SNS_UI_20141029	新浪微博
3742	SNS_UI_20141029	微信好友
3743	SNS_UI_20141029	微信朋友圈
3744	SNS_UI_20141029	每天将《天龙八部3D》推送到朋友圈都可以得到以下精美奖励：#r等级*100金币
3745	侠客_UI_20141029	侠客
3746	侠客_UI_20141029	拜访侠客
3747	侠客_UI_20141029	积分兑换
3748	侠客_UI_20141029	战力提升
3749	侠客_UI_20141029	当前积分:
3750	侠客_UI_20141029	5级
3751	侠客_UI_20141029	25级开放
3752	侠客_UI_20141029	45级开放
3753	侠客_UI_20141029	65级开放
3754	侠客_UI_20141029	85级开放
3755	侠客_UI_20141029	100级开放
3756	侠客_UI_20141029	当前金币:
3757	侠客_UI_20141029	拜访十次
3758	侠客_UI_20141029	拜访一次
3759	侠客_UI_20141029	侠客系统
3760	侠客_UI_20141029	经验:
3761	侠客_UI_20141029	当前效果:
3762	侠客_UI_20141029	当前等级:
3763	侠客_UI_20141029	下一等级:
3764	侠客_UI_20141029	智能选择
3765	侠客_UI_20141029	可以点击单个侠客进行吞噬或者点击“一键吞噬吞噬全部侠客
3766	侠客_UI_20141029	传功
3767	侠客_UI_20141029	招募侠客
3768	侠客_UI_20141029	招募大侠
3769	侠客_UI_20141029	兑换
3770	侠客_UI_20141029	积分：
3771	侠客_UI_20141029	装备
3772	侠客_UI_20141029	卸载
3773	侠客_UI_20141029	升级
3774	侠客_UI_20141029	锁定
3775	侠客_UI_20141029	解锁
3776	设置_UI_20141029	客服电话:
3777	设置_UI_20141029	官方QQ:
3778	设置_UI_20141029	官方微信
3779	设置_UI_20141029	官方新浪微博及腾讯微博请搜索:
3780	设置_UI_20141029	你提交的问题我们将尽快回复，感谢你的支持。
3781	设置_UI_20141029	提交
3782	设置_UI_20141029	投诉
3783	设置_UI_20141029	建议
3784	设置_UI_20141029	查看回复
3785	设置_UI_20141029	提交问题
3786	设置_UI_20141029	功能按键
3787	设置_UI_20141029	更换账号
3788	设置_UI_20141029	更换角色
3789	设置_UI_20141029	脱离卡死
3790	设置_UI_20141029	游戏帮助
3791	设置_UI_20141029	联系客服
3792	设置_UI_20141029	问题反馈
3793	设置_UI_20141029	用户中心
3794	设置_UI_20141029	查看更新
3795	设置_UI_20141029	手动收账
3796	设置_UI_20141029	充值异常领取
3797	设置_UI_20141029	音乐音效
3798	设置_UI_20141029	音乐
3799	设置_UI_20141029	音效
3800	设置_UI_20141029	头顶信息
3801	设置_UI_20141029	全屏泛光
3802	设置_UI_20141029	触屏移动
3803	设置_UI_20141029	拒绝好友
3804	设置_UI_20141029	新手指引
3805	设置_UI_20141029	弹出体检
3806	设置_UI_20141029	经验提示
3807	设置_UI_20141029	技能特效
3808	设置_UI_20141029	伤害数字
3809	设置_UI_20141029	透明遮挡
3810	设置_UI_20141029	玩家数量
3811	设置_UI_20141029	详细设置
3812	设置_UI_20141029	（挂机推荐）
3813	设置_UI_20141029	高
3814	设置_UI_20141029	中
3815	设置_UI_20141029	低
3816	设置_UI_20141029	画面效果
3817	设置_UI_20141029	挂机状态下自动强化勾选品质的所有装备
3818	设置_UI_20141029	自动强化设置
3819	设置_UI_20141029	系统设置
3820	设置_UI_20141029	挂机设置
3821	设置_UI_20141029	设置
3822	使用_UI_20141029	使用
3823	使用_UI_20141029	物品名称
3824	胜利_UI_20141029	下一层
3825	胜利_UI_20141029	离开
3826	胜利_UI_20141029	挑战失败
3827	胜利_UI_20141029	挑战成功
3828	胜利_UI_20141029	最高连击：
3829	胜利_UI_20141029	通关时间：
3830	胜利_UI_20141029	领取奖励
3831	胜利_UI_20141029	继续游戏
3832	胜利_UI_20141029	一键好友
3833	胜利_UI_20141029	抽奖
3834	胜利_UI_20141029	花费10绑定元宝获得全部奖励
3835	胜利_UI_20141029	经验奖励：
3836	胜利_UI_20141029	金币奖励：
3837	胜利_UI_20141029	道具奖励：
3838	VIP_UI_20141029	10级会员可以获得
3839	VIP_UI_20141029	再充值5000升级为VIP11
3840	VIP_UI_20141029	高级会员
3841	VIP_UI_20141029	会员特权
3842	推荐_UI_20141029	前往
3843	推荐_UI_20141029	推荐程度
3844	推荐_UI_20141029	描述
3845	其他_UI_20141029	人物升级
3846	其他_UI_20141029	退出副本
3847	其他_UI_20141029	真气助战
3848	其他_UI_20141029	秘籍
3849	其他_UI_20141029	菜单
3850	组队_UI_20141029	组队
3851	组队_UI_20141029	任命队长
3852	组队_UI_20141029	跟随队长
3853	组队_UI_20141029	请离队伍
3854	组队_UI_20141029	离开队伍
3855	组队_UI_20141029	解散队伍
3856	药店_UI_20141029	药品商店
3857	药店_UI_20141029	购买
3858	药店_UI_20141029	批量购买
3859	装备_UI_20141029	[FFFF33]虎眼石(3级)
3860	装备_UI_20141029	外功攻击+200
3861	装备_UI_20141029	逍遥
3862	装备_UI_20141029	人物等级需求: 60
3863	装备_UI_20141029	已绑定
3864	装备_UI_20141029	可出售
3865	装备_UI_20141029	强化 +524
3866	装备_UI_20141029	战斗力: 16000
3867	装备_UI_20141029	已装备
3868	装备_UI_20141029	暴击伤害
3869	装备_UI_20141029	力量
3870	装备_UI_20141029	产自天山的给力装备，装备后可以大幅提高生存能力
3871	装备_UI_20141029	强化经验
3872	装备_UI_20141029	批量
3873	装备_UI_20141029	7天
3874	装备_UI_20141029	装备
3875	装备_UI_20141029	放入
3876	装备_UI_20141029	卸下
3877	装备_UI_20141029	出售
3878	装备_UI_20141029	套装
3879	装备_UI_20141029	返回
3880	装备_UI_20141029	分享
3881	装备_UI_20141029	强化
3882	物品_UI_20141029	求购
3883	物品_UI_20141029	取出
3884	物品_UI_20141029	批量使用
3885	物品_UI_20141029	丢弃
3886	物品_UI_20141029	使用
3887	物品_UI_20141029	吸收
3888	物品_UI_20141029	提升生命值5000
3889	物品_UI_20141029	叠加数量:999
3890	物品_UI_20141029	使用等级：1级
3891	物品_UI_20141029	元宝
3892	物品_UI_20141029	帮会创建
3893	帮会_提示_20141030	成功加入{0}帮会，管理人员通过了您的请求，您已成为该帮会一员。
3894	帮会_提示_20141030	{0}帮会的管理人员拒绝了您的入帮申请。
3895	帮会_提示_20141030	{0}已将{1}请离帮会。
3896	帮会_提示_20141030	{0}已将你请离帮会。
3897	奖励_UI_20141030	参加当前活动可以获得以下奖励
3898	药品_UI_20141030	职业名称六字
3899	奖励列表_UI_20141030	物品1
3900	奖励列表_UI_20141030	物品2
3901	奖励列表_UI_20141030	物品3
3902	奖励列表_UI_20141030	谁不认是陈近南
3903	仓库_UI_20141030	仓库
3904	挑战_UI_20141030	我要变强
3905	换线_UI_20141030	我要前往第
3906	换线_UI_20141030	线
3907	换线_UI_20141030	当前分线：
3908	换线_UI_20141030	1线
3909	圣诞节_提示_20141030	圣诞活动未开启。
3910	圣诞节_提示_20141030	您操作太快了。
3911	圣诞节_提示_20141030	没有装饰物品，无法装饰圣诞树
3912	圣诞节_提示_20141030	在{0}的努力下，圣诞树提升到了{1}级，变得更加漂亮了，并且收益也增加了呢，圣诞老人非常开心的送上了重礼作为感谢，众位侠士也要加油呀！
3913	圣诞节_提示_20141030	圣诞树装饰奖励邮件
3914	圣诞节_提示_20141030	圣诞树升级奖励邮件
3915	圣诞节_提示_20141030	圣诞树升品质奖励邮件
3916	兑换码邮件_提示_20141030	好礼享不停！兑奖码礼品已快马加鞭送至，祝游戏愉快！
3917	兑换码邮件_提示_20141030	兑奖码礼品邮件
3918	帮会跑商_提示_20141031	跑商活动未开启
3919	帮会跑商_提示_20141031	等级达到47级以上才能接取跑商
3920	帮会跑商_提示_20141031	死亡状态不可接取跑商
3921	帮会跑商_提示_20141031	只有帮会成员才可接取跑商
3922	帮会跑商_提示_20141031	当天跑商次数已达上限，不可再领取了
3923	帮会跑商_提示_20141031	跑商9:00过后才可领取
3924	帮会跑商_提示_20141031	坐骑状态下不能领取跑商
3925	帮会跑商_提示_20141031	杀戮状态下不能领取跑商
3926	帮会跑商_提示_20141031	你已领取跑商，不能贪得无厌哦
3927	帮会跑商_提示_20141031	背包已满，请整理背包再来
3928	珍珑棋局_提示_20141031	{0}心魔
3929	圣诞节_UI_20141031	圣诞个人排行榜
3930	圣诞节_UI_20141031	圣诞帮会排行榜
3931	圣诞节_UI_20141031	◆专属伙伴：前十强均能获得紫品的雪人伙伴，第一名的雪人伙伴更是本服唯一一只橙色品级#r◆节日称号（7天）：前二十强能获得圣诞节专属圣诞大使称号#r◆节日时装、升星丹、冰魄神丹、精钢：榜单前五十名均能获得
3932	圣诞节_UI_20141031	◆宝箱钥匙：第一名的帮会所有成员会获得黄金钥匙，二、三名帮会所有成员获得白银钥匙，第四至十名帮会所有成员获得青铜钥匙#r◆升星丹、冰魄神丹、精钢：榜单前十名的帮会所有成员均能获得
3933	圣诞节_UI_20141031	圣诞树装扮值
3934	帮会_UI_20141031	师门薪火：
3935	帮会跑商_提示_20141031	帮会跑商剩余次数不足
3936	帮会跑商_提示_20141031	跑商状态下无法切换杀戮模式
3937	帮会跑商_提示_20141031	跑商状态下无法进行传送
3938	帮会跑商_提示_20141031	帮会等级不足2级，无法开启跑商
3939	帮会跑商_提示_20141031	帮主才能开启跑商
3940	帮会跑商_提示_20141031	本帮已无剩余可分配次数，本次开启失败
3941	帮会跑商_提示_20141031	本帮帮主刚刚开启了一次跑商，跑商可接取次数增加{0}次，请<a>【前往领取】</a>吧
3942	帮会跑商_提示_20141031	成功截杀{0}帮会的跑商玩家{1}，分得镖银{2}金币
3943	帮会跑商_提示_20141031	成功截杀{0}帮会的跑商玩家{1}，对方已经无法再次被截获镖银，本次截杀无法分得金币
3944	帮会跑商_提示_20141031	成功截杀{0}帮会的跑商玩家{1}，今日截杀获得金币已达上限，本次截杀无法分得金币
3945	帮会跑商_提示_20141031	成功截杀跑商玩家{0}，分得镖银{1}金币
3946	帮会跑商_提示_20141031	成功截杀跑商玩家{0}，对方已经无法再次被截获镖银，本次截杀无法分得金币
3947	帮会跑商_提示_20141031	成功截杀跑商玩家{0}，今日截杀获得金币已达上限，本次截杀无法分得金币
3948	帮会跑商_提示_20141031	你被{0}帮会的玩家{1}截杀，本次损失镖银{2}金币
3949	帮会跑商_提示_20141031	你被玩家{0}截杀，本次损失镖银{1}金币
3950	帮会跑商_提示_20141031	跑商免费复活
3951	帮会跑商_提示_20141031	{0}帮会的玩家{1}截杀本帮跑商成员
3952	帮会跑商_提示_20141031	玩家{0}截杀本帮跑商成员
3953	技能_UI_20141031	下一级效果:
3954	帮会生产_公告提示_20141031	恭喜您生产成功
3955	帮会生产_公告提示_20141031	非帮主不能进行帮会生产
3956	帮会生产_公告提示_20141031	帮会财富不足
3957	帮会生产_UI提示_20141031	40级绿腰带
3958	帮会生产_UI提示_20141031	60级绿腰带
3959	帮会生产_UI提示_20141031	80级绿腰带
3960	帮会生产_UI提示_20141031	100级绿腰带
3961	帮会生产_UI提示_20141031	生产的腰带将放入帮会商店，帮众可使用帮贡购买
3962	伙伴_UI_20141031	伙伴品质上限:
3963	伙伴_UI_20141031	橙色12星
3964	充值_UI_20141031	充值
3965	充值_UI_20141031	点击可将物品赎回
3966	圣诞节_UI_20141031	圣诞节奖励
3967	圣诞节_UI_20141031	{0}--{1}
3968	圣诞节_提示_20141103	在大家的努力下，圣诞树提升到了{0}品，圣诞老人为所有参加活动的侠士送上了重礼作为感谢，大家要再接再厉呀！
3969	帮会生产_UI提示_20141103	背包已满，物品将通过邮件发送，请您注意查收
3970	帮会跑商_提示_20141031	恭喜您跑商成功，获得{0}金币
3971	帮会跑商_提示_20141031	为帮会贡献{0}帮会财富
3972	帮会跑商_提示_20141031	跑商接取成功，赶快去完成吧
3973	许愿池_提示_20141103	许愿池功能未开启
3974	许愿池_提示_20141103	非许愿基金返利时间，无法提取。
3975	许愿池_提示_20141103	本周许愿基金已领取。
3976	许愿池_提示_20141103	许愿基金余额不足
3977	许愿池_提示_20141103	活动期间充值满{0}元方可获得许愿特权
3978	许愿池_提示_20141103	仅可许愿一次，你已经许过愿了。
3979	许愿池_提示_20141103	请输入许愿内容
3980	运营_系统公告_20141103	4:00-4:00全服野外掉落和经验双倍，助你光速升级！
