Id	DESC	szString	type_1	type_2
3314		毛王刚	1	1
3315		毛王昊	1	1
3316		毛王乐泉	1	1
3317		毛王岐山	1	1
3318		毛王太华	1	1
3319		毛王兆国	1	1
3320		毛王震	1	1
3321		毛网管	1	1
3322		毛威而钢	1	1
3323		毛威而柔	1	1
3324		毛卫生部	1	1
3325		毛尉健行	1	1
3326		毛温加宝	1	1
3327		毛温家宝	1	1
3328		毛温家保	1	1
3329		毛温馨	1	1
3330		毛温总理	1	1
3331		毛文化部	1	1
3332		毛文物局	1	1
3333		毛倭国	1	1
3334		毛倭寇	1	1
3335		毛我操	1	1
3336		毛我操你	1	1
3337		毛我干	1	1
3338		毛我妳老爸	1	1
3339		毛我日	1	1
3340		毛我日你	1	1
3341		毛无界浏览器	1	1
3342		毛吴　仪	1	1
3343		毛吴邦国	1	1
3344		毛吴官正	1	1
3345		毛吴仪	1	1
3346		毛五星红旗	1	1
3347		毛西藏独立	1	1
3348		毛西藏天葬	1	1
3349		毛希拉克	1	1
3350		毛希特勒	1	1
3351		毛希望之声	1	1
3352		毛洗脑班	1	1
3353		毛系统	1	1
3354		毛系统公告	1	1
3355		毛系统讯息	1	1
3356		毛鲜族	1	1
3357		毛乡巴佬	1	1
3358		毛想上你	1	1
3359		毛小鸡鸡	1	1
3360		毛小泉	1	1
3361		毛小泉纯一郎	1	1
3362		毛小日本	1	1
3363		毛小肉粒	1	1
3364		毛小乳头	1	1
3365		毛小穴	1	1
3366		毛邪教	1	1
3367		毛新党	1	1
3368		毛新光明	1	1
3369		毛新华内情	1	1
3370		毛新华社	1	1
3371		毛新疆独立	1	1
3372		毛新生网	1	1
3373		毛新手指导员	1	1
3374		毛新唐人	1	1
3375		毛新闻办	1	1
3376		毛新闻出版	1	1
3377		毛新闻出版署	1	1
3378		毛新闻出版总署	1	1
3379		毛新闻管制	1	1
3380		毛新义安	1	1
3381		毛信访局	1	1
3382		毛信息产业部	1	1
3383		毛兴奋剂	1	1
3384		毛性爱	1	1
3385		毛性交	1	1
3386		毛性虐待	1	1
3387		毛性无能	1	1
3388		毛性欲	1	1
3389		毛徐光春	1	1
3390		毛学潮	1	1
3391		毛血逼	1	1
3392		毛血腥图片	1	1
3393		毛巡查员	1	1
3394		毛丫的	1	1
3395		毛丫头养的	1	1
3396		毛鸦片	1	1
3397		毛鸦片液	1	1
3398		毛鸦片渣	1	1
3399		毛烟草局	1	1
3400		毛严方军	1	1
3401		毛燕玲论坛	1	1
3402		毛阳精	1	1
3403		毛阳具	1	1
3404		毛摇头丸	1	1
3405		毛摇头玩	1	1
3406		毛耶和华	1	1
3407		毛耶苏	1	1
3408		毛耶稣	1	1
3409		毛叶剑英	1	1
3410		毛夜情	1	1
3411		毛一党专制	1	1
3412		毛一贯道	1	1
3413		毛一国两制	1	1
3414		毛一鲜	1	1
3415		毛一夜情	1	1
3416		毛一中一台	1	1
3417		毛伊拉克	1	1
3418		毛伊朗	1	1
3419		毛伊斯兰	1	1
3420		毛以茎至洞	1	1
3421		毛抑制剂	1	1
3422		毛阴部	1	1
3423		毛阴唇	1	1
3424		毛阴道	1	1
3425		毛阴蒂	1	1
3426		毛阴核	1	1
3427		毛阴户	1	1
3428		毛阴茎	1	1
3429		毛阴毛	1	1
3430		毛阴水	1	1
3431		毛阴小撕大	1	1
3432		毛淫	1	1
3433		毛淫荡	1	1
3434		毛淫秽	1	1
3435		毛淫货	1	1
3436		毛淫贱	1	1
3437		毛淫叫	1	1
3438		毛淫毛	1	1
3439		毛淫靡	1	1
3440		毛淫水	1	1
3441		毛淫娃	1	1
3442		毛淫语连连	1	1
3443		毛淫欲	1	1
3444		毛英雄纪念碑	1	1
3445		毛硬挺	1	1
3446		毛邮政局	1	1
3447		毛游行	1	1
3448		毛游戏发奖员	1	1
3449		毛游戏宫理员	1	1
3450		毛游戏管理员	1	1
3451		毛俞正声	1	1
3452		毛舆论钳制	1	1
3453		毛玉杵	1	1
3454		毛欲火焚身	1	1
3455		毛原子能机构	1	1
3456		毛泽东	1	1
3457		毛泽东靠	1	1
3458		毛贼东	1	1
3459		毛賊	1	1
3460		毛賊東	1	1
3461		毛主席	1	1
3462		毛阝月	1	1
3463		梅毒	1	1
3464		梅花网	1	1
3465		美国	1	1
3466		美国参考	1	1
3467		美国佬	1	1
3468		美国之音	1	1
3469		美國參考	1	1
3470		美國佬	1	1
3471		美國之音	1	1
3472		美利坚	1	1
3473		蒙尘药	1	1
3474		蒙独	1	1
3475		蒙獨	1	1
3476		蒙古达子	1	1
3477		蒙古達子	1	1
3478		蒙古鞑子	1	1
3479		蒙古独	1	1
3480		蒙古独立	1	1
3481		蒙古獨	1	1
3482		蒙古獨立	1	1
3483		蒙面	1	1
3484		蒙自	1	1
3485		蒙族	1	1
3486		梦遗	1	1
3487		迷幻药	1	1
3488		迷魂药	1	1
3489		迷奸药	1	1
3490		迷歼药	1	1
3491		迷药	1	1
3492		禰	1	1
3493		羋	1	1
3494		密洞	1	1
3495		密集人群	1	1
3496		密宗	1	1
3497		綿恒	1	1
3498		面包车	1	1
3499		灭	1	1
3500		民國	1	1
3501		民航局	1	1
3502		民进党	1	1
3503		民進黨	1	1
3504		民聯	1	1
3505		民意論壇	1	1
3506		民运	1	1
3507		民阵	1	1
3508		民陣	1	1
3509		民政部	1	1
3510		民猪	1	1
3511		民主潮	1	1
3512		民主党	1	1
3513		民主墻	1	1
3514		民族	1	1
3515		緡	1	1
3516		湣	1	1
3517		黽	1	1
3518		鰵	1	1
3519		明慧网	1	1
3520		摸咪咪	1	1
3521		摸你鶏巴	1	1
3522		摩门教	1	1
3523		茉莉花革命	1	1
3524		莫索里尼	1	1
3525		莫偉强	1	1
3526		谋杀	1	1
3527		嘸	1	1
3528		木子论坛	1	1
3529		木子論壇	1	1
3530		穆罕默德	1	1
3531		穆斯林	1	1
3532		那嗎B	1	1
3533		那嗎逼	1	1
3534		那嗎錯比	1	1
3535		那嗎老比	1	1
3536		那嗎瘟比	1	1
3537		那吗B	1	1
3538		那吗逼	1	1
3539		那吗错比	1	1
3540		那吗老比	1	1
3541		那吗瘟比	1	1
3542		那娘错比	1	1
3543		那娘錯比	1	1
3544		纳粹	1	1
3545		納粹	1	1
3546		奶娘	1	1
3547		奶头	1	1
3548		奶頭	1	1
3549		奶子	1	1
3550		南大自由论坛	1	1
3551		南大自由論壇	1	1
3552		南华早报	1	1
3553		南联盟	1	1
3554		南蛮	1	1
3555		南蛮子	1	1
3556		南蠻子	1	1
3557		南蠻子）	1	1
3558		鬧事	1	1
3559		內褲	1	1
3560		內衣	1	1
3561		嫩b	1	1
3562		能樣	1	1
3563		尼奧夫	1	1
3564		倪育賢	1	1
3565		鯢	1	1
3566		伱妈	1	1
3567		你爸	1	1
3568		你大爷	1	1
3569		你二大爷	1	1
3570		你老母	1	1
3571		你老味	1	1
3572		你姥	1	1
3573		你姥姥的	1	1
3574		你妈	1	1
3575		你妈逼	1	1
3576		你妈比	1	1
3577		你妈的	1	1
3578		你妈靠	1	1
3579		你妈了妹	1	1
3580		你媽	1	1
3581		你媽逼	1	1
3582		你媽比	1	1
3583		你媽的	1	1
3584		你媽了妹	1	1
3585		你娘	1	1
3586		你说我说论坛	1	1
3587		你說我說論壇	1	1
3588		你爷爷的	1	1
3589		你爺	1	1
3590		妳老母的	1	1
3591		妳妈的	1	1
3592		妳马的	1	1
3593		妳娘的	1	1
3594		娘饿比	1	1
3595		娘餓比	1	1
3596		鸟GM	1	1
3597		鸟你	1	1
3598		尿	1	1
3599		捏你鶏巴	1	1
3600		聂荣臻	1	1
3601		宁夏爆乱	1	1
3602		牛B	1	1
3603		牛B，牛比	1	1
3604		牛B靠	1	1
3605		牛逼	1	1
3606		牛逼靠	1	1
3607		牛比	1	1
3608		牛比靠	1	1
3609		农业部	1	1
3610		侬着冈峦	1	1
3611		侬着卵抛	1	1
3612		儂著岡巒	1	1
3613		儂著卵拋	1	1
3614		虐待	1	1
3615		儺	1	1
3616		諾姆	1	1
3617		女干	1	1
3618		女幹	1	1
3619		帕萨特	1	1
3620		拍肩神药	1	1
3621		潘國平	1	1
3622		蹣	1	1
3623		龐建國	1	1
3624		泡沫經濟	1	1
3625		轡	1	1
3626		喷你	1	1
3627		噴你	1	1
3628		朋友们注意	1	1
3629		皮条	1	1
3630		皮条客	1	1
3631		皮條客	1	1
3632		羆	1	1
3633		屁眼	1	1
3634		諞	1	1
3635		嫖娼	1	1
3636		嫖客	1	1
3637		苹果日报	1	1
3638		潑婦	1	1
3639		潑婦	1	1
3640		破坏	1	1
3641		破鞋	1	1
3642		歧视和压制	1	1
3643		骑她	1	1
3644		齊墨	1	1
3645		齊諾	1	1
3646		騎你	1	1
3647		起义	1	1
3648		气象局	1	1
3649		磧	1	1
3650		僉	1	1
3651		钱其琛	1	1
3652		鈐	1	1
3653		潜入	1	1
3654		錢達	1	1
3655		錢國梁	1	1
3656		錢其琛	1	1
3657		欠干	1	1
3658		欠骑	1	1
3659		欠人骑	1	1
3660		槧	1	1
3661		枪毙	1	1
3662		枪击	1	1
3663		枪击事件	1	1
3664		枪决女犯	1	1
3665		枪决现场	1	1
3666		枪支弹药	1	1
3667		錆	1	1
3668		强奸	1	1
3669		强奸犯	1	1
3670		强卫	1	1
3671		强效失意药	1	1
3672		强硬发言	1	1
3673		抢劫	1	1
3674		乔石	1	1
3675		侨办	1	1
3676		桥梁	1	1
3677		喬石	1	1
3678		嶠	1	1
3679		譙	1	1
3680		鞽	1	1
3681		切七	1	1
3682		窃听器	1	1
3683		窃听器材	1	1
3684		篋	1	1
3685		亲美	1	1
3686		亲民党	1	1
3687		亲日	1	1
3688		禽獸	1	1
3689		唚	1	1
3690		青天白日	1	1
3691		轻舟快讯	1	1
3692		輕舟快訊	1	1
3693		情妇	1	1
3694		情婦	1	1
3695		情色	1	1
3696		情兽	1	1
3697		情獸	1	1
3698		檾	1	1
3699		慶紅	1	1
3700		親美	1	1
3701		親民黨	1	1
3702		親日	1	1
3703		丘垂貞	1	1
3704		詘	1	1
3705		瞿溪	1	1
3706		曲靖	1	1
3707		曲靖黑帮	1	1
3708		曲利平	1	1
3709		去你的	1	1
3710		去你妈	1	1
3711		去你妈的	1	1
3712		去你媽的	1	1
3713		去妳的	1	1
3714		去妳妈	1	1
3715		去死	1	1
3716		去他妈	1	1
3717		去她妈	1	1
3718		闃	1	1
3719		棬	1	1
3720		全国两会	1	1
3721		全国人大	1	1
3722		全國兩會	1	1
3723		全國人大	1	1
3724		犬	1	1
3725		綣	1	1
3726		瘸腿帮	1	1
3727		瘸腿幫	1	1
3728		愨	1	1
3729		群P	1	1
3730		燃烧的西藏	1	1
3731		让你操	1	1
3732		讓你操	1	1
3733		热比娅	1	1
3734		热站政论网	1	1
3735		熱比婭	1	1
3736		熱站政論網	1	1
3737		人大代表	1	1
3738		人代会	1	1
3739		人弹	1	1
3740		人民报	1	1
3741		人民报讯	1	1
3742		人民報	1	1
3743		人民大会堂	1	1
3744		人民大會堂	1	1
3745		人民大众时事参考	1	1
3746		人民广场	1	1
3747		人民內情真相	1	1
3748		人民内情真相	1	1
3749		人民日报	1	1
3750		人民银行	1	1
3751		人民真实	1	1
3752		人民真实报道	1	1
3753		人民真實	1	1
3754		人民之声论坛	1	1
3755		人民之聲論壇	1	1
3756		人权	1	1
3757		人權	1	1
3758		人体炸弹	1	1
3759		人员密集	1	1
3760		日GM	1	1
3761		日X妈	1	1
3762		日本	1	1
3763		日本RING	1	1
3764		日本帝国	1	1
3765		日本帝國	1	1
3766		日本鬼子	1	1
3767		日本人	1	1
3768		日军	1	1
3769		日軍	1	1
3770		日妈的	1	1
3771		日內瓦金融	1	1
3772		日你	1	1
3773		日你姐	1	1
3774		日你老母	1	1
3775		日你妈	1	1
3776		日你妈靠	1	1
3777		日你媽	1	1
3778		日你妹	1	1
3779		日你奶	1	1
3780		日你娘	1	1
3781		日你全家	1	1
3782		日你爷爷	1	1
3783		日你爺爺	1	1
3784		日死	1	1
3785		日他娘	1	1
3786		肉棒	1	1
3787		肉壁	1	1
3788		肉洞	1	1
3789		肉缝	1	1
3790		肉棍	1	1
3791		肉棍子	1	1
3792		肉壶	1	1
3793		肉穴	1	1
3794		乳波臀浪	1	1
3795		乳房	1	1
3796		乳峰	1	1
3797		乳交	1	1
3798		乳头	1	1
3799		乳頭	1	1
3800		乳晕	1	1
3801		乳暈	1	1
3802		瑞士金融大學	1	1
3803		撒尿	1	1
3804		萨达姆	1	1
3805		薩達姆	1	1
3806		塞你爸	1	1
3807		塞你公	1	1
3808		塞你老母	1	1
3809		塞你老师	1	1
3810		塞你母	1	1
3811		塞你娘	1	1
3812		赛你娘	1	1
3813		赛妳娘	1	1
3814		赛他娘	1	1
3815		赛她娘	1	1
3816		三K党	1	1
3817		三K黨	1	1
3818		三个呆婊	1	1
3819		三个代表	1	1
3820		三个代婊	1	1
3821		三個代表	1	1
3822		三级片	1	1
3823		三級片	1	1
3824		三民主义	1	1
3825		三陪	1	1
3826		三陪女	1	1
3827		三去车仑	1	1
3828		三去车仑工力	1	1
3829		三去車侖工力	1	1
3830		三唑仑	1	1
3831		氵去	1	1
3832		氵去车仑工力	1	1
3833		氵去車侖工力	1	1
3834		毿	1	1
3835		糝	1	1
3836		骚	1	1
3837		骚B	1	1
3838		骚棒	1	1
3839		骚包	1	1
3840		骚逼	1	1
3841		骚棍	1	1
3842		骚货	1	1
3843		骚鶏	1	1
3844		骚卵	1	1
3845		騷B	1	1
3846		騷棒	1	1
3847		騷包	1	1
3848		騷逼	1	1
3849		騷棍	1	1
3850		騷貨	1	1
3851		騷鶏	1	1
3852		騷卵	1	1
3853		色情	1	1
3854		色情电影	1	1
3855		色情服务	1	1
3856		色情靠	1	1
3857		色情小电影	1	1
3858		杀佛	1	1
3859		杀光	1	1
3860		杀劫	1	1
3861		杀恐怖分子	1	1
3862		杀你全家	1	1
3863		杀你一家	1	1
3864		杀人	1	1
3865		杀人犯	1	1
3866		杀人魔	1	1
3867		沙甸	1	1
3868		殺你全家	1	1
3869		殺你一家	1	1
3870		殺人）	1	1
3871		殺人犯	1	1
3872		傻B	1	1
3873		傻B靠	1	1
3874		傻屄	1	1
3875		傻逼	1	1
3876		傻逼靠	1	1
3877		傻比	1	1
3878		傻吊	1	1
3879		傻卵	1	1
3880		傻鳥	1	1
3881		傻子	1	1
3882		煞逼	1	1
3883		煞笔	1	1
3884		煞笔靠	1	1
3885		煞筆	1	1
3886		釃	1	1
3887		山口组	1	1
3888		山口組	1	1
3889		删 号	1	1
3890		删 号靠	1	1
3891		删号	1	1
3892		删号靠	1	1
3893		商务部	1	1
3894		上訪	1	1
3895		上海帮	1	1
3896		上海幫	1	1
3897		上海孤兒院	1	1
3898		上你	1	1
3899		上妳	1	1
3900		上塘路	1	1
3901		尚义街	1	1
3902		少数民族	1	1
3903		社.会.正.义.力.量	1	1
3904		社保基金会	1	1
3905		社会主义	1	1
3906		社會主義	1	1
3907		社科院	1	1
3908		厙	1	1
3909		射精	1	1
3910		射了还说要	1	1
3911		射了還說要	1	1
3912		身份生成器	1	1
3913		身份证	1	1
3914		深度透视藏人自焚	1	1
3915		神经病	1	1
3916		神經病	1	1
3917		神通加持法	1	1
3918		审计署	1	1
3919		升达毕业证	1	1
3920		升天	1	1
3921		生春袋	1	1
3922		生孩子沒屁眼	1	1
3923		生孩子没屁眼	1	1
3924		生鸦片	1	1
3925		圣城拉萨的哭泣	1	1
3926		圣母	1	1
3927		圣女峰	1	1
3928		圣战	1	1
3929		圣战组织	1	1
3930		盛華仁	1	1
3931		聖戰	1	1
3932		湿了	1	1
3933		湿了还说不要	1	1
3934		湿了还说要	1	1
3935		湿透的内裤	1	1
3936		濕了還說不要	1	1
3937		濕了還說要	1	1
3938		十八摸	1	1
3939		十六大	1	1
3940		十年动乱	1	1
3941		十五周年	1	1
3942		时代论坛	1	1
3943		时事论坛	1	1
3944		食捻屎	1	1
3945		食屎	1	1
3946		時代論壇	1	1
3947		時事論壇	1	1
3948		驶你爸	1	1
3949		驶你公	1	1
3950		驶你老母	1	1
3951		驶你老师	1	1
3952		驶你母	1	1
3953		驶你娘	1	1
3954		屎	1	1
3955		屎你娘	1	1
3956		屎妳娘	1	1
3957		示威	1	1
3958		世界经济导报	1	1
3959		世界經濟導報	1	1
3960		世界日报	1	1
3961		市民	1	1
3962		市中心	1	1
3963		事實獨立	1	1
3964		是鸡	1	1
3965		貰	1	1
3966		释迦牟尼	1	1
3967		收费站	1	1
3968		手机复制	1	1
3969		手淫	1	1
3970		受虐狂	1	1
3971		售ID	1	1
3972		售号	1	1
3973		售软件	1	1
3974		攄	1	1
3975		数据中国	1	1
3976		數據中國	1	1
3977		双峰微颤	1	1
3978		双十节	1	1
3979		雙十節	1	1
3980		爽你	1	1
3981		水滸	1	1
3982		水利部	1	1
3983		水利局	1	1
3984		水去车仑	1	1
3985		稅力	1	1
3986		税务总局	1	1
3987		说藏语	1	1
3988		司法部	1	1
3989		司馬晋	1	1
3990		司馬璐	1	1
3991		司徒華	1	1
3992		私/服	1	1
3993		私\\服	1	1
3994		私处	1	1
3995		私處	1	1
3996		私服	1	1
3997		私-服	1	1
3998		私—服	1	1
3999		思科羅	1	1
4000		斯大林	1	1
4001		斯諾	1	1
4002		斯皮爾德	1	1
4003		死gd	1	1
4004		死gm	1	1
4005		死全家	1	1
4006		死亡	1	1
4007		四川独	1	1
4008		四川独立	1	1
4009		四川獨	1	1
4010		四川獨立	1	1
4011		四人帮	1	1
4012		四人幫	1	1
4013		四水六岗	1	1
4014		宋書元	1	1
4015		藪	1	1
4016		蘇南成	1	1
4017		蘇紹智	1	1
4018		蘇曉康	1	1
4019		蘇盈貴	1	1
4020		蘇貞昌	1	1
4021		誶	1	1
4022		孫大千	1	1
4023		孫中山	1	1
4024		他爹	1	1
4025		他干	1	1
4026		他妈	1	1
4027		他妈的	1	1
4028		他妈的靠	1	1
4029		他妈靠	1	1
4030		他媽	1	1
4031		他媽的	1	1
4032		他嗎的	1	1
4033		他马的	1	1
4034		他吗的	1	1
4035		他母亲	1	1
4036		他母親	1	1
4037		他娘	1	1
4038		他祖宗	1	1
4039		她妈	1	1
4040		她妈的	1	1
4041		她妈靠	1	1
4042		她媽	1	1
4043		她娘	1	1
4044		塔利班	1	1
4045		塔內	1	1
4046		塔烏	1	1
4047		鰨	1	1
4048		闥	1	1
4049		台办	1	1
4050		台独	1	1
4051		台独靠	1	1
4052		台联	1	1
4053		台盟	1	1
4054		台湾党	1	1
4055		台湾帝国	1	1
4056		台湾独	1	1
4057		台湾独立	1	1
4058		台湾共产党	1	1
4059		台湾共和国	1	1
4060		台湾狗	1	1
4061		台湾国	1	1
4062		台湾建国运动组织	1	1
4063		台湾民国	1	1
4064		台湾青年独立联盟	1	1
4065		台湾政论区	1	1
4066		台湾自由联盟	1	1
4067		臺盟	1	1
4068		臺灣帝國	1	1
4069		臺灣獨	1	1
4070		臺灣獨立	1	1
4071		臺灣共産黨	1	1
4072		臺灣狗	1	1
4073		臺灣建國運動組織	1	1
4074		臺灣民國	1	1
4075		臺灣青年獨立聯盟	1	1
4076		臺灣政論區	1	1
4077		臺灣自由聯盟	1	1
4078		太监	1	1
4079		太監	1	1
4080		太子党	1	1
4081		湯光中	1	1
4082		唐柏橋	1	1
4083		唐家璇	1	1
4084		桃源湖	1	1
4085		淘宝	1	1
4086		淘宝靠	1	1
4087		鞀	1	1
4088		特别公告	1	1
4089		特码	1	1
4090		謄	1	1
4091		体育总局	1	1
4092		天安门	1	1
4093		天安门档案	1	1
4094		天安门录像带	1	1
4095		天安门录影带	1	1
4096		天安门事件	1	1
4097		天安门屠杀	1	1
4098		天安门一代	1	1
4099		天安門	1	1
4100		天安門錄影帶	1	1
4101		天安門事件	1	1
4102		天安門屠殺	1	1
4103		天安門一代	1	1
4104		天鹅之旅	1	1
4105		天皇	1	1
4106		天皇陛下	1	1
4107		天閹	1	1
4108		天主教	1	1
4109		田纪云	1	1
4110		田紀雲	1	1
4111		舔西	1	1
4112		调理劳务系	1	1
4113		跳大神	1	1
4114		铁道部	1	1
4115		同伙	1	1
4116		统独	1	1
4117		统独论坛	1	1
4118		统计局	1	1
4119		统一服装	1	1
4120		统战	1	1
4121		統獨	1	1
4122		統獨論壇	1	1
4123		統戰	1	1
4124		头戴白帽	1	1
4125		投毒杀人	1	1
4126		頭領奧馬	1	1
4127		透视软件	1	1
4128		透视眼镜	1	1
4129		突厥斯坦	1	1
4130		图案衣服	1	1
4131		屠杀	1	1
4132		屠殺	1	1
4133		屠宰藏民	1	1
4134		吐蕃之友会	1	1
4135		摶	1	1
4136		推油	1	1
4137		退党	1	1
4138		托管理事会	1	1
4139		脱逃	1	1
4140		鼉	1	1
4141		籜	1	1
4142		膃	1	1
4143		咼	1	1
4144		外　挂	1	1
4145		外/挂	1	1
4146		外\\挂	1	1
4147		外_挂	1	1
4148		外挂	1	1
4149		外-挂	1	1
4150		外—挂	1	1
4151		外汇局	1	1
4152		外交部	1	1
4153		外交论坛	1	1
4154		外交論壇	1	1
4155		外交与方略	1	1
4156		外交與方略	1	1
4157		外专局	1	1
4158		晚年周恩来	1	1
4159		万税	1	1
4160		万维读者论坛	1	1
4161		萬里	1	1
4162		萬潤南	1	1
4163		萬維讀者論壇	1	1
4164		萬曉東	1	1
4165		王八蛋	1	1
4166		王寶森	1	1
4167		王超華	1	1
4168		王輔臣	1	1
4169		王剛	1	1
4170		王涵萬	1	1
4171		王洪文	1	1
4172		王滬寧	1	1
4173		王軍濤	1	1
4174		王岐山	1	1
4175		王潤生	1	1
4176		王世堅	1	1
4177		王世勛	1	1
4178		王秀麗	1	1
4179		王樂泉	1	1
4180		王兆國	1	1
4181		网管	1	1
4182		網禪	1	1
4183		網特	1	1
4184		威而钢	1	1
4185		威而柔	1	1
4186		维吾尔人	1	1
4187		维吾尔族	1	1
4188		维族灭绝	1	1
4189		维族男子	1	1
4190		伟哥	1	1
4191		猥褻	1	1
4192		卫生部	1	1
4193		尉建军	1	1
4194		尉建軍	1	1
4195		尉健行	1	1
4196		温B	1	1
4197		温逼	1	1
4198		温比	1	1
4199		温加宝	1	1
4200		温家宝	1	1
4201		温家宝靠	1	1
4202		温家保	1	1
4203		温馨	1	1
4204		温州	1	1
4205		温州路口	1	1
4206		温总理	1	1
4207		溫B	1	1
4208		溫逼	1	1
4209		溫比	1	1
4210		溫家寶	1	1
4211		溫元凱	1	1
4212		瘟家宝	1	1
4213		文化部	1	1
4214		文物局	1	1
4215		倭国	1	1
4216		倭寇	1	1
4217		我操	1	1
4218		我操靠	1	1
4219		我操你	1	1
4220		我草	1	1
4221		我干	1	1
4222		我奸	1	1
4223		我靠	1	1
4224		我咧干	1	1
4225		我妳老爸	1	1
4226		我日	1	1
4227		我日靠	1	1
4228		我日你	1	1
4229		沃尔开西	1	1
4230		无邦国	1	1
4231		无帮国	1	1
4232		无帮过	1	1
4233		无辜平民	1	1
4234		无界浏览器	1	1
4235		无限期绝食	1	1
4236		吴邦国	1	1
4237		吴帮国	1	1
4238		吴官正	1	1
4239		吳百益	1	1
4240		吳敦義	1	1
4241		吳方城	1	1
4242		吳弘達	1	1
4243		吳宏達	1	1
4244		吳仁華	1	1
4245		吳淑珍	1	1
4246		吳學璨	1	1
4247		吳學燦	1	1
4248		吳育升	1	1
4249		吳志芳	1	1
4250		無界瀏覽器	1	1
4251		五华区	1	1
4252		五省藏区	1	1
4253		五星红旗	1	1
4254		武警	1	1
4255		武力镇压	1	1
4256		西藏3.14事件	1	1
4257		西藏的命运	1	1
4258		西藏的内部斗争	1	1
4259		西藏的现在—遥远的拉萨	1	1
4260		西藏的自焚：世界的耻辱	1	1
4261		西藏独	1	1
4262		西藏独立	1	1
4263		西藏独立宣言	1	1
4264		西藏獨）	1	1
4265		西藏分裂	1	1
4266		西藏高度自治	1	1
4267		西藏高度自治备忘录	1	1
4268		西藏国	1	1
4269		西藏流亡政府	1	1
4270		西藏名副其实的自治	1	1
4271		西藏人民议会	1	1
4272		西藏人权	1	1
4273		西藏人权与民主促进中心	1	1
4274		西藏天葬	1	1
4275		西藏问题	1	1
4276		西藏问题整理1	1	1
4277		吸毒	1	1
4278		希拉克	1	1
4279		希特勒	1	1
4280		希望之声	1	1
4281		习近平	1	1
4282		习远平	1	1
4283		袭击	1	1
4284		袭近平	1	1
4285		洗脑班	1	1
4286		洗腦	1	1
4287		系统消息	1	1
4288		系统讯息	1	1
4289		系統	1	1
4290		系統公告	1	1
4291		系統消息	1	1
4292		细菌	1	1
4293		郤	1	1
4294		餼	1	1
4295		下毒	1	1
4296		下贱	1	1
4297		下賤	1	1
4298		下体	1	1
4299		下體	1	1
4300		先奸后杀	1	1
4301		薟	1	1
4302		鮮族	1	1
4303		現金交易	1	1
4304		乡巴佬	1	1
4305		想上你	1	1
4306		項懷誠	1	1
4307		項小吉	1	1
4308		小B样	1	1
4309		小B樣	1	1
4310		小比样	1	1
4311		小參考	1	1
4312		小鸡鸡	1	1
4313		小鶏鶏	1	1
4314		小姐兼职	1	1
4315		小泉纯一郎	1	1
4316		小泉純一郎	1	1
4317		小日本	1	1
4318		小肉粒	1	1
4319		小乳头	1	1
4320		小穴	1	1
4321		邪教	1	1
4322		謝長廷	1	1
4323		謝深山	1	1
4324		謝選駿	1	1
4325		謝中之	1	1
4326		辛灝年	1	1
4327		新党	1	1
4328		新观察论坛	1	1
4329		新觀察論壇	1	1
4330		新光明	1	1
4331		新华举报	1	1
4332		新华内情	1	1
4333		新华社	1	1
4334		新华通论坛	1	1
4335		新華舉報	1	1
4336		新華內情	1	1
4337		新華通論壇	1	1
4338		新疆7.5事件	1	1
4339		新疆歹徒	1	1
4340		新疆独	1	1
4341		新疆独立	1	1
4342		新疆獨	1	1
4343		新疆分裂	1	1
4344		新疆国	1	1
4345		新疆恐怖分子	1	1
4346		新疆恐怖人员	1	1
4347		新疆人	1	1
4348		新街邮电口	1	1
4349		新生网	1	1
4350		新生網	1	1
4351		新手指导员	1	1
4352		新唐人	1	1
4353		新闻办	1	1
4354		新闻出版	1	1
4355		新闻出版署	1	1
4356		新闻出版总署	1	1
4357		新闻封锁	1	1
4358		新闻管制	1	1
4359		新聞出版總署	1	1
4360		新聞封鎖	1	1
4361		新义安	1	1
4362		新義安	1	1
4363		新语丝	1	1
4364		新語絲	1	1
4365		新月星星	1	1
4366		信房	1	1
4367		信访局	1	1
4368		信息	1	1
4369		信息产业部	1	1
4370		信仰自由	1	1
4371		信用危機	1	1
4372		星星月亮	1	1
4373		星月服	1	1
4374		邢錚	1	1
4375		兴奋剂	1	1
4376		性爱	1	1
4377		性愛	1	1
4378		性病	1	1
4379		性高潮	1	1
4380		性交	1	1
4381		性交靠	1	1
4382		性虐	1	1
4383		性虐待	1	1
4384		性无能	1	1
4385		性無能	1	1
4386		性欲	1	1
4387		徐國舅	1	1
4388		諼	1	1
4389		薛偉	1	1
4390		穴	1	1
4391		学潮	1	1
4392		学联	1	1
4393		学运	1	1
4394		学自联	1	1
4395		學潮	1	1
4396		學聯	1	1
4397		學運	1	1
4398		學自聯	1	1
4399		澩	1	1
4400		雪域烈焰?藏人自焚	1	1
4401		血逼	1	1
4402		血腥	1	1
4403		血腥图片	1	1
4404		血债血偿	1	1
4405		巡查员	1	1
4406		丫的	1	1
4407		丫头养的	1	1
4408		鸦片	1	1
4409		鸦片液	1	1
4410		鸦片渣	1	1
4411		烟草局	1	1
4412		阉狗	1	1
4413		閹狗	1	1
4414		严方军	1	1
4415		严控	1	1
4416		严重	1	1
4417		颜射	1	1
4418		閻明複	1	1
4419		顔清標	1	1
4420		顔慶章	1	1
4421		顔射	1	1
4422		嚴家其	1	1
4423		嚴家祺	1	1
4424		燕玲论坛	1	1
